Competitor,Product Line,Aspect,Sentiment Difference,Year,Analysis,Key Insights
CheckATrade,Gas Products,Response Speed,-3.9,2024,"In 2024, British Gas shows a significantly better performance than Checkatrade, with a sentiment difference of -3.90 in 'Response Speed,' indicating that British Gas generally receives criticism for delays and customer service difficulties. Key trends from the reviews indicate that while British Gas engineers are often praised for their competency (""Engineers are polite, clean up after themselves & offer as much information as you would wish to know""), the company's customer support systems and response times remain problematic. Specific reviews illustrate this trend, such as one customer who lamented, ""British Gas is not always easy to contact ... there are at times long delays between selecting the appropriate option,"" demonstrating dissatisfaction with the accessibility and efficiency of their service desk. Conversely, Checkatrade’s reviews suggest a quicker response time from tradespeople, with customers reporting prompt and efficient service, but users express concerns about the reliability of the contractors listed on the platform. Thus, despite British Gas's strong individual engineering performance, systemic issues lead to slower overall response","To address the notable sentiment gap in 'Response Speed' between British Gas and CheckATrade (-3.90 favoring British Gas), the company should focus on enhancing the efficiency of its customer service systems, particularly during peak times and emergencies. A significant trend in the reviews indicates frustration with long wait times and ineffective automated systems. For example, one review expresses, “I spent 1 hour and 10 minutes on their chat Live line, absolutely long-winded process, nothing resolved…” stressing the need for prioritization of human communication. Improving direct access to knowledgeable agents who can resolve issues promptly could enhance customer satisfaction. Additionally, British Gas should implement a more proactive follow-up mechanism, as evidenced by another reviewer stating, “I contacted British Gas and asked for them to send one of their engineers to look at the boiler. The engineer's response was, ‘...it was one of our contractors. Not our problem...’"", highlighting a gap in accountability and ownership in service follow-ups that affects customer confidence"
CheckATrade,Gas Products,Engineer Experience,13.2,2024,"In the category of 'Gas Products' for the aspect of 'Engineer Experience' in 2024, British Gas outperforms CheckATrade by a sentiment difference of 13.20. This significant gap can largely be attributed to the high level of satisfaction expressed towards British Gas engineers, who are frequently described as knowledgeable and professional. Customers specifically highlighted their engineers' ability to resolve issues effectively, such as one reviewer mentioning an engineer who ""quickly analyzed the cause of a loss of heating and rectified it,"" demonstrating competence and efficiency. In contrast, CheckATrade's engineers received mixed reviews, with reports of unfulfilled expectations and ineffective service, such as a customer stating they ""had 0 calls"" from tradespeople despite promises, highlighting inconsistency in service delivery.","To address the large sentiment gap of 13.20 points favoring British Gas in terms of 'Engineer Experience' compared to CheckATrade, actionable insights can be implemented focusing on customer engagement and satisfaction. Firstly, British Gas should enhance its follow-up protocols post-service, ensuring customers feel supported. Many reviews highlighted incidents where customers felt abandoned post-service, such as one user stating, ""I was without heating or water for 36 hours with no concern or welfare from BG."" Developing a systematic follow-up process could positively influence customer sentiment and reinforce trust. Secondly, British Gas could benefit from implementing more transparent and consistent communication practices, especially regarding the cost structure and service policies, as this is a recurring source of frustration. A review noted, “I was charged £299 for an hour of work for a non-repair,” indicating a perception of unfair pricing. Clear communication about costs and justifications for charges can help manage customer expectations and reduce dissatisfaction."
CheckATrade,Gas Products,Solution Quality,2.1,2024,"In 2024, British Gas outperforms CheckATrade in the 'Gas Products' category with a sentiment difference of 2.10, indicating a significantly more favorable perception of their solution quality. This positive sentiment stems primarily from the competence and helpfulness of British Gas engineers, which contrasts sharply with CheckATrade reviews that highlight frequent frustrations with both service quality and customer support. For instance, one British Gas customer noted, ""The engineer arrived promptly, diagnosed the issue swiftly, and had everything fixed without hassle,"" showcasing the efficacy of their service. In comparison, a CheckATrade review lamented, ""Despite assurances, the tradesperson left us with unresolved issues, and getting support from CheckATrade has been a nightmare,"" illustrating the inconsistency and lack of accountability some users faced. Such feedback highlights British Gas's relative strength in delivering reliable and effective service for their gas products compared to the more problematic experiences reported by users of CheckATrade.","To leverage the positive sentiment found in British Gas reviews and address the concerns that are driving dissatisfaction, British Gas should prioritize two critical improvements. Firstly, the company must enhance its call center experience, as numerous reviews indicate that communication issues—particularly around accents, understanding, and system navigation—significantly impact customer satisfaction. A review highlighted, “The call center operator was hopeless & unacceptable!” This suggests a need for improved training on customer engagement and clearer communication protocols, potentially involving simplified language and a better system of capturing customer details before calls. Secondly, British Gas should focus on ensuring first-visit fixes, as customers frequently express frustration over return visits for unresolved issues. For example, one reviewer stated, ""The boiler had a serious fault that took 3 visits to identify & fix,"" showcasing a gap in efficiency that leads to customer distress. Implementing a more comprehensive diagnostic checklist for engineers could reduce repeat appointments and restore trust in service reliability. These focused actions can align British Gas more closely with the positive experiences"
CheckATrade,Gas Products,Value For Money,-25.7,2024,"British Gas underperforms CheckATrade in the value-for-money category for gas products, with a sentiment difference of -25.70, indicating dissatisfaction among British Gas customers compared to CheckATrade users. The primary trend driving this negative sentiment appears to stem from British Gas's perceived high costs accompanied by inadequate service delivery, particularly in emergency scenarios and customer support. Reviews frequently criticize British Gas for expensive service and unpredictable experiences, such as: “Charged £299 for an hour without any repairs made – feels like a scam!” and “I’ve been without heating and water for days; their follow-up was nonexistent.” In contrast, CheckATrade users report positive experiences, highlighting smooth communication and effective resolutions, reinforcing a perception of better value for money.","To address British Gas's significant -25.70 sentiment disadvantage compared to CheckATrade in 'Value for Money', one actionable insight is to enhance customer communication and transparency regarding service pricing and Homecare agreements. Many reviews express frustration regarding unexpected costs, such as call-out fees for what customers felt should be included in their service plans. A particular review noted, “I had to pay a £60 excess for what should have been included under my Homecare policy,” highlighting a common theme of perceived unfairness in pricing practices. British Gas should consider simplifying pricing structures and providing clear, upfront information about what is included in Homecare agreements to foster trust and improve customer sentiment.

Another insight is to improve the reliability and quality of customer support, particularly during service appointments. Reviews consistently mention issues with missed appointments and ineffective communication, with one customer stating, “Engineers didn’t attend when booked. Not even an explanation,” indicating a systemic issue affecting customer satisfaction. To counteract this, British Gas could implement a robust"
CheckATrade,Plumbing & Drains,Appointment Scheduling,-32.0,2024,"In the product category of 'Plumbing & Drains' for 2024, British Gas outperformed CheckATrade in 'Appointment Scheduling' with a sentiment difference of -32.00, indicating that British Gas has substantial room for improvement but currently marks a lower satisfaction rate compared to CheckATrade's offerings. The negative reviews predominantly highlight British Gas's struggle with appointment reliability and management, particularly noting that unexpected cancellations and failures to show up are common. For example, one reviewer expressed frustration stating, ""Scheduled for an emergency plumbing issue, waited all day for the engineer who never turned up, only to have to spend additional costs on a private plumber."" Similarly, another commented on the ""incompetent scheduling"" resulting in prolonged sewage issues exacerbated by delayed responses. Conversely, CheckATrade's reviews reflect a more positive trend regarding timely service and plumbing jobs being completed efficiently. Shifting customer preference toward local, visible tradesmen, along with consistent service and reliability, indicates a vital trend that British","British Gas can significantly improve its appointment scheduling process, as the -32 sentiment difference in reviews indicates a critical area of dissatisfaction compared to Checkatrade. Observations suggest that British Gas struggles with appointment reliability and effective communication, leading to customer frustration. For instance, one reviewer expressed, “I had called them to report a leak and was told it was an emergency, but after multiple calls, I had to wait until the next day, and no one actually showed up.” This demonstrates a common theme where customers feel misled about the urgency and timing of their scheduled appointments. To address these issues, British Gas should implement a more robust scheduling system that provides proactive updates to customers regarding the status of their appointments, ensuring that they are promptly informed of any delays or changes. Additionally, training customer service representatives to provide clarity about appointment scheduling and service availability can enhance customer trust and satisfaction in this critical aspect of service delivery."
CheckATrade,Plumbing & Drains,Customer Service,-28.0,2024,"In the category of 'Customer Service' within the 'Plumbing & Drains' product space, British Gas significantly underperforms compared to CheckATrade, with a sentiment difference of -28.00. Reviews indicate a persistent issue with British Gas regarding service reliability, technician competence, and customer support, primarily due to their reliance on Dyno-Rod for plumbing services. For example, customers report that British Gas engineers frequently arrive unprepared or fail to rectify issues, as seen in one review where a plumber arrived without tools, leading to unnecessary follow-up visits, resulting in frustration and additional costs. Conversely, CheckATrade presents a more favorable customer service experience, as illustrated in reviews praising prompt responsiveness and effective problem resolution, such as an emergency plumber who isolated a tap swiftly and returned the next day with necessary replacements, enhancing overall customer satisfaction amidst urgent situations. Hence, the contrasting experiences underscore British Gas's customer service deficiencies in comparison to CheckATrade.","To address the -28.00 sentiment difference in customer service between British Gas and Checkatrade for plumbing services, British Gas should focus on enhancing their responsiveness and reliability, as many reviews highlighted disappointing delays and failures to show up for scheduled appointments. For instance, one review stated, ""After an emergency call for a pipe burst, an engineer was promised within hours but ended up arriving 8 hours later, leaving us with a significant mess."" Implementing a more robust scheduling system to ensure timely arrivals and better communication regarding appointment changes could greatly improve customer satisfaction. Additionally, British Gas should prioritize improving the accuracy and transparency of service coverage, as multiple customers expressed frustration over unexpected charges for services they believed were included. A review noted, ""I was told a task was part of my HomeCare but ended up paying for an additional £60 because the plumber deemed it not covered."" Training customer service teams to provide clear explanations of contract details and ensuring that contractors are well versed in the coverage parameters would help avoid these"
CheckATrade,Plumbing & Drains,Response Speed,-41.0,2024,"In the product category of 'Plumbing & Drains' for 2024, British Gas has a sentiment score that is -41.00 compared to CheckATrade, indicating CheckATrade significantly outperforms British Gas in response speed. The primary driver for this disparity appears to be the consistent feedback from British Gas customers about delayed service and poor communication. For instance, a review highlights that a customer waited over eight hours for a supposed emergency plumbing visit that never materialized, leading to frustration and a loss of trust. In contrast, CheckATrade customers report timely responses and effective service, with one stating, “Graham was with us within twenty minutes,” after calling for emergency assistance. This evidence showcases CheckATrade's efficiency and responsiveness, a crucial aspect for customers requiring urgent plumbing support.","British Gas must address the significant gaps in response speed, where negative customer sentiment shows a stark contrast compared to Checkatrade, contributing to the -41 sentiment score. One urgent insight is to streamline appointment scheduling and improve communication protocols with their subcontractor Dyno-Rod, whose efficiency appears to be a chronic issue—customers frequently express frustration over missed appointments and long wait times. For instance, a review highlighted that despite having a leaky pipe, the customer experienced multiple delays, declaring, ""after 10 PM I had a waterfall in my kitchen below... the plumber who came could not find the fault and told me to call back if it happened again,” amplifying the need for timely and effective emergency responses. Additionally, British Gas should enhance training for their customer service representatives to empower them to make better real-time decisions that can alleviate distressing situations. A reviewer explicitly noted that “customer service just lied and fobbed me off,” indicating a lack of trust that could be mitigated with empowered staff"
CheckATrade,Plumbing & Drains,Engineer Experience,-42.5,2024,"In the product category 'Plumbing & Drains', British Gas significantly underperforms compared to CheckATrade, with a sentiment difference of -42.50. The primary contributor to this negative sentiment is the issue of engineer competency and reliability, particularly concerning British Gas's subcontractor, Dyno-Rod. Numerous reviews highlight situations where British Gas engineers arrived unprepared, failed to complete jobs, or exacerbated problems rather than fixing them. For instance, one customer recounted, ""The first two engineers were in the house for only 10 minutes and didn't log or photograph their work,"" leading to continued leaks and additional visits. Meanwhile, customers utilizing CheckATrade often report prompt and professional service, as illustrated by a reviewer who stated, ""Graham was with us within twenty minutes...he was pleasant, punctual and explained everything."" This trend underscores a growing preference for CheckATrade's skilled and reliable professionals over the erratic service generally associated with British Gas's plumbing offerings.","British Gas should focus on enhancing clear communication and service transparency, as this appears to be a significant pain point in customer reviews compared to CheckATrade's contractors. A prevalent issue highlighted in multiple British Gas reviews is the lack of timely updates on service appointments and a failure to manage customer expectations regarding job coverage and fees. For instance, one customer noted, ""Had to wait three weeks for a plumber to come and fix my leak! In the meantime, my property is getting damaged."" This sentiment reflects a broader frustration with inefficiencies that lead to psychological distress and doubts about the service's value. By implementing a robust customer notification system—including proactive appointment reminders and clearer illustrations of what their policies cover—all while maximizing the first-time fix rate, British Gas could significantly improve customer satisfaction and therefore its competitive edge in the plumbing market."
CheckATrade,Plumbing & Drains,Solution Quality,-49.0,2024,"In 2024, CheckATrade outperforms British Gas in the 'Plumbing & Drains' category despite a -49.00 sentiment difference indicating a notable reputation gap where a higher score is advantageous for British Gas. A primary trend driving this discrepancy lies in the quality and reliability of the service providers; CheckATrade is characterized by consistently positive feedback highlighting promptness, thoroughness, and completion of jobs to customer satisfaction. For instance, one review mentions, “Graham was with us within twenty minutes... explained everything and charged a decent price for a job well done,” contrasting sharply with multiple British Gas reviews citing frustration over poor communication and ineffective repairs. Another customer noted, “Paul came very quickly... he was helpful and cleaned up afterwards,” underscoring CheckATrade's consistent delivery of high-quality service compared to British Gas’s frequent operational failures and dissatisfaction with subcontractors like Dyno Rod, which fail to meet customer expectations.","British Gas can significantly improve its solution quality in plumbing services by focusing on two key areas highlighted in the reviews: ensuring that engineers arrive fully equipped for the job and addressing the lack of accountability and communication processes for scheduling repairs. Many reviews noted that the technicians often did not have the necessary tools or knowledge for the tasks at hand, leading to multiple visits to resolve a simple issue. For instance, one customer described their frustration when ""the engineer turned up to fix a leaking pipe but left me with more issues, claiming they didn't have the right equipment."" This suggests a critical need for British Gas to implement a checklist system to confirm necessary tools and parts before dispatching engineers, aiming for first-visit resolutions. Additionally, the reviews frequently cited poor communication and accountability when there were scheduling issues or when jobs were incomplete; one customer lamented, ""I called multiple times, waiting for a plumber who never showed up, while my leak created more damage."" To combat this, British Gas should enhance their customer service training"
CheckATrade,Plumbing & Drains,Value For Money,-47.5,2024,"British Gas is significantly outperformed by CheckATrade in the ""Plumbing & Drains"" category in 2024, with a sentiment difference of -47.50 indicating widespread dissatisfaction with British Gas. The primary driver for this negativity stems from a consistent pattern of poor service and customer experience linked to their use of Dyno-Rod for plumbing issues. For example, multiple reviews criticize British Gas’s handling of emergencies, such as one customer who reported their frustration was exacerbated when, after waiting hours for a plumbing emergency, the engineer failed to show, resulting in a cascade of repair issues and unfulfilled promises. In another instance, a customer highlighted their entire property being damaged due to a ""botched job,"" leading to ongoing complaints about unresponsive customer service, saying ""the engineer left without completing the job and my home was now flooded."" This level of discontent starkly contrasts with CheckATrade's reviews, where customers frequently commend prompt service and effective resolutions, solidifying CheckATrade's","British Gas must urgently enhance its perceived value for money, particularly in its Plumbing & Drains services, which have been severely criticized. A substantial trend in the reviews indicates that customers frequently experience either inflated costs or subpar service outcomes, leading to frustration and a sense of being undervalued. For instance, one reviewer recounted being coerced into paying inflated charges up front for incomplete service, leading them to feel cheated: ""the initial plumber... refused to leave the property unless I paid there and then."" To bridge the sentiment gap with competitors like Checkatrade, British Gas should transparently communicate pricing details upfront and ensure their technicians are equipped with the necessary tools and knowledge to complete jobs on the first visit. Addressing these gaps can restore customer trust and enhance overall satisfaction, ultimately improving the perceived value of their service."
CheckATrade,Home Electrical,Appointment Scheduling,-52.2,2024,"In the comparison of **British Gas** and **CheckATrade** regarding the **Appointment Scheduling** aspect in the **Home Electrical** category for 2024, **British Gas** shows a significant sentiment difference of -52.20, indicating that CheckATrade performs better in this area. This sentiment gap is primarily driven by British Gas's systemic issues with communication and appointment management, where customers frequently report last-minute cancellations and lack of notifications when appointments are rescheduled. For example, one British Gas customer lamented, ""I booked an appointment and waited all day, only to find out the appointment was changed without any notice,"" illustrating frustration with their scheduling reliability. In contrast, CheckATrade reviews frequently highlight prompt responses and timely arrivals from electricians, summed up in sentiments like, ""The electrician arrived on time and completed the job efficiently without any hassle,"" underscoring their stronger performance in appointment reliability and customer satisfaction.","To address the significant -52.20 sentiment difference in appointment scheduling between British Gas and CheckATrade in 2024, British Gas should focus on enhancing their communication and notification processes regarding appointments. A prevalent theme in reviews highlights frustration with lack of notifications about scheduling changes, leading to wasted time and dissatisfaction. For instance, one user noted, ""I booked an appointment and received no notification—only to find it rescheduled a week later without any communication,"" emphasizing the absence of necessary updates that resulted in customer inconvenience. Implementing an automated and proactive notification system to alert customers of any changes or updates regarding their appointments can greatly enhance customer experience and perception, thereby reducing churn and improving overall satisfaction ratings."
CheckATrade,Home Electrical,Customer Service,-63.0,2024,"In 2024, British Gas struggles significantly with customer service in the 'Home Electrical' category, showcasing a sentiment difference of -63.00 compared to CheckATrade, indicating that CheckATrade performs better overall. A central driver of British Gas's poor customer service perception includes inconsistent communication and failures in appointment management. Many reviews highlight frustration with delayed engineer arrivals and a lack of timely updates, notably, “The engineer was a no-show, and I received no notification of the change”—which emphasizes customers' disappointment in reliability. In contrast, CheckATrade users report positive experiences with prompt and adherence to timelines, as evidenced in reviews where the electrician is described as “friendly, punctual, and completed the job without any mess.” Such high marks for communication and organization clearly position CheckATrade ahead in customer service, reinforcing its reputation as a more dependable option in home electrical services.","To bridge the significant customer service sentiment gap of -63.00 compared to Checkatrade, British Gas should consider enhancing their communication transparency and reliability. Reviews reveal recurring issues with appointment management and communication breakdowns. For instance, a customer lamented, ""British Gas changed my appointment with no notification whatsoever to the following week,” indicating a failure in proactive communication. Improving notifications about scheduling changes, ensuring timely call-backs, and regularly updating customers during service interruptions could significantly improve customer perceptions and lessen frustration. Additionally, British Gas should ensure that customer service representatives have comprehensive knowledge of service availability to prevent the reiteration of false information, as indicated by another reviewer who expressed dissatisfaction regarding lack of support during emergencies. Enhancing these areas can help British Gas present a more reliable and customer-oriented image, directly addressing the feedback driving negative sentiment."
CheckATrade,Home Electrical,Response Speed,-49.7,2024,"In the 'Home Electrical' product category, response speed in 2024 significantly favors CheckATrade over British Gas, with a sentiment gap of -49.7 reflecting customers' frustrations with British Gas's delays. The primary driver for this difference appears to be British Gas's inconsistent and often slow response times to emergency situations, highlighted by reviews like, ""My disabled son had no power, and it took over a day for an engineer,"" indicating a failure to respond adequately in urgent cases. In contrast, CheckATrade boasts rapid responses; one review stated, ""DJ Aerials and Satellite came same day as my enquiry,"" showcasing their swift action and reliability when customers need quick fixes. This stark contrast emphasizes CheckATrade's advantage in being responsive, which is critical for customer satisfaction in emergency electrical scenarios.","To address the stark sentiment difference of -49.70 in response speed compared to CheckATrade, British Gas must prioritize enhancing their communication and availability for urgent requests. A prevalent feedback theme from reviews indicates frustrations with long wait times for appointments and lack of follow-up communication. For instance, one customer lamented, ""I was left somewhat disillusioned by British Gas service...the agent says there is nothing he can do,"" reflecting a critical failure in promptly addressing urgent needs. British Gas should consider implementing a tiered response system that prioritizes urgent cases, ensuring that customer service representatives can escalate urgent issues for quicker resolution. Additionally, enhancing proactive communication—such as notifying customers about delays or changes in scheduling—could significantly bolster customer trust and satisfaction."
CheckATrade,Home Electrical,Engineer Experience,-61.7,2024,"In the 'Engineer Experience' category, British Gas displays a sentiment score of -61.70 compared to CheckATrade, suggesting CheckATrade is viewed more positively by customers. The primary trend influencing this score is British Gas's inconsistent service and significant customer complaints regarding engineer reliability and problem resolution. For instance, one British Gas customer expressed their frustration, stating, “After two visits failed to get to the bottom of the problem... I had to get an electrician when having our kitchen refitted,” highlighting the lack of effective service provided. In contrast, CheckATrade reviews praise the reliability and efficiency of the tradespeople, with one customer noting, “John the electrician was great from start to finish... very pleasant and was upfront about the fitting charge,” emphasizing the clarity and professionalism of the service they received. These examples clearly illustrate the discrepancy in engineer experience between the two companies, favoring CheckATrade by a notable margin.","To address the significant sentiment gap of -61.70 in engineer experience between British Gas and CheckATrade, actionable insights can be drawn from the reviews. First, British Gas should prioritize the reliability of their appointment system as reviews frequently highlight issues with missed appointments and lack of communication. For instance, one customer lamented, ""I had to wait 3 weeks for an appointment, and then the electrician was a no-show,"" signaling that better scheduling and real-time updates about appointments are crucial for maintaining trust and reducing customer frustration. Secondly, British Gas needs to enhance the technical competence and responsiveness of their engineers. Multiple reviews noted inadequacies in resolving issues effectively, with one customer stating, ""The engineer couldn’t fix it today and was often confused about the problem,"" indicating a potential need for more rigorous training or oversight. By focusing on these areas, British Gas could significantly improve the overall customer experience."
CheckATrade,Home Electrical,Solution Quality,-62.2,2024,"In 2024, CheckATrade significantly outperforms British Gas in the 'Home Electrical' product category regarding 'Solution Quality,' with a sentiment difference of -62.20. This disparity is primarily driven by British Gas's inconsistent service and failure to address urgent problems effectively, leading to customer dissatisfaction. For example, one British Gas review states, ""I had to call a local electrical engineer who did the job yesterday in little under three hours,"" highlighting their inability to respond promptly to an urgent electrical emergency. Moreover, another customer mentions, “called British Gas about an electrical emergency… but it would take them 3–4 days,” showcasing their slow response times. In contrast, CheckATrade reviews emphasize reliable and prompt service, such as “the electrician arrived on time and was very quick with the job,"" underscoring their commitment to quality and efficiency.","To improve its Solution Quality and mitigate the substantial -62.20 sentiment gap with CheckATrade, British Gas should prioritize enhancing communication with customers regarding appointment scheduling and updates, particularly for critical electrical services. A recurring theme in customer feedback highlights frustration over appointment no-shows and poor notification about changes, as evidenced by one customer who reported, ""the engineer arrived ... well before stipulated 8-1pm slot, no courtesy call to me before arrival as agreed."" Improving transparency and reliability in communication could significantly enhance customer trust and satisfaction, as prompt notifications about changes can alleviate frustrations and reinforce British Gas's commitment to service quality. Additionally, investing in emergency service responsiveness, especially noted in instances where customers faced critical electrical failures, could also position British Gas as a more dependable choice against competitors."
CheckATrade,Home Electrical,Value For Money,-55.5,2024,"In 2024, CheckATrade surpasses British Gas in the Home Electrical category concerning Value for Money, with a sentiment difference of -55.50 (indicating British Gas's lower performance). Key trends driving this sentiment indicate that customers frequently perceive British Gas as overpriced with questionable service reliability compared to the affordability and high standards of independent electricians available through CheckATrade. For instance, British Gas customers remarked, “I couldn't believe it! British Gas quoted me £6500 for a wiring issue, while a local electrician fixed it for only £380” and “British Gas has costly service fees with poor follow-up—after waiting two weeks, I was still without power.” In contrast, CheckATrade reviews are replete with praise for cost-effectiveness, responsiveness, and service satisfaction, highlighting a significant gap in customer perception between the two companies.","The significant negative sentiment of -55.50 in the 'Value For Money' category suggests that British Gas should prioritize transparency and competitive pricing to address customer dissatisfaction. Many reviews highlighted the perception of high costs relative to the value received, with customers expressing that they found better prices elsewhere. For instance, one review noted, ""I simply couldn't believe it! British Gas quoted me £6,500 for rodent damage repairs, while a local electrician quoted just £380."" Improving clarity in pricing structures upfront can alleviate frustration; clearly articulating the variance in pricing between British Gas and competitors may help customers see the value in choosing British Gas. Secondly, enhancing customer service to ensure timely and effective communication about appointments would boost satisfaction and minimize perceived wasted time and frustration. A customer emphasized the failure to notify them about changes in their booking, stating, ""I wasted an afternoon waiting for an electrician who was a no-show."" Implementing robust proactive communication practices could dramatically improve customer perception of value."
Domestic & General,Appliance Cover,Appointment Scheduling,6.0,2024,"British Gas demonstrates superior performance compared to Domestic & General in the 'Appliance Cover' category with a sentiment difference of 6.00 in Appointment Scheduling. This notable advantage largely stems from British Gas's faster response times and more reliable communication process. For instance, one review highlighted that a British Gas engineer arrived promptly to diagnose an issue and provided detailed updates, making the scheduling process seamless: ""We were kept informed of the progress every step of the way."" In contrast, Domestic & General faces criticism for their delayed service, with one customer reporting a series of appointments that were either cancelled or resulted in further delays: “After 4 engineer visits, a part replacement, engineer not turning up and cancelled appointments, the fault still remains.” This trend indicates a clear expectation from customers for timely and effective scheduling that British Gas appears to meet better than Domestic & General.","British Gas can capitalize on its sentiment advantage by enhancing communication and consistency in appointment scheduling to mitigate customer frustration. A prominent theme in the reviews reveals that customers frequently experience no-shows or cancellations of scheduled appointments, subsequently leading to dissatisfaction. One reviewer lamented, “despite four confirmed bookings, they have not turned up,” illustrating the severe impact of unreliability on customer trust. By streamlining internal processes and fostering accountability among staff to ensure appointments are honored or proactively communicated if changes occur, British Gas can significantly improve its appointment scheduling experience. Additionally, investing in a more robust customer service infrastructure to manage complaints and inquiries swiftly could reinforce customer confidence and loyalty, addressing issues before they escalate into negative reviews."
Domestic & General,Appliance Cover,Customer Service,-11.0,2024,"British Gas performs significantly better than Domestic & General in the 'Appliance Cover' category regarding customer service, as evidenced by a sentiment difference of -11.00 in favor of British Gas. This gap is mainly driven by British Gas's technicians' skills and their ability to solve complex issues effectively, which contrasts sharply with Domestic & General's struggle with unreliable engineers and prolonged response times. For example, British Gas reviewers noted that the engineer “fixed my faulty washing machine efficiently” whereas Domestic & General users frequently expressed frustration, stating they experienced multiple visits without resolution, such as “4 engineer visits, a part replacement, engineer not turning up and canceled appointments and the fault still remains.” This disparity highlights Britain's Gas superior service and responsiveness in addressing appliance issues.","To close the sentiment gap in customer service with Domestic & General, British Gas needs to focus on streamlining communication and improving appointment adherence, as a clear trend in the reviews highlights frustrations with missed appointments and poor follow-up. For instance, multiple customers expressed disappointment over engineers not showing up or appointments being delayed without notification—""the earliest appointment was 5 weeks away"" and ""despite several confirmed bookings, the engineer never turned up."" By prioritizing timely and transparent communication about appointments and repair statuses—potentially introducing an automated notification system for customers to track their service requests—British Gas can significantly enhance customer trust and satisfaction. Furthermore, reinforcing the message that British Gas values their long-term customers who have been loyal for decades will help foster a more positive sentiment, as seen in reviews where long-time customers expect a higher standard of service but feel let down."
Domestic & General,Appliance Cover,Response Speed,-8.0,2024,"In the 2024 comparison of Appliance Cover response speed, British Gas (BG) significantly outperforms Domestic & General (D&G), reflecting a sentiment score difference of -8.00. This negative sentiment for D&G is primarily driven by frequent reports of delayed response times and poor customer service, as evidenced by multiple reviews stating long wait times for repairs and unreliable communication. For example, one customer lamented, “I had to wait 6 weeks for a washer, and on the day of the scheduled appointment, they canceled,” while another noted their “dishwasher was diagnosed as needing replacement after 4 claims and 2 months.” In contrast, BG's reviews indicate that while they also face delays, there are instances of prompt service and effective communication when booking appointments, reinforcing customer confidence in their reliability.","In light of the -8.00 sentiment differential whereby British Gas's response speed is viewed less favorably compared to Domestic & General, the data reveals several critical areas for improvement. Firstly, British Gas must enhance appointment reliability, as frequent no-shows and last-minute cancellations significantly undermine customer trust. For instance, one review mentions, ""I had my cover for over 4 weeks while waiting for repairs and still no resolution"" which illustrates the frustration stemming from poor appointment management. Secondly, British Gas should improve communication regarding appointment updates and parts availability, as evidenced by customers reporting gaps in communication, with one stating, ""I have been left in limbo for weeks with no feedback on my appliance's repair."" British Gas can address these issues by implementing automated text or email notifications, ensuring customers are kept informed at every stage, thus enhancing both transparency and customer satisfaction. By prioritizing these actions, British Gas can work towards bridging the sentiment gap and improving their service perception."
Domestic & General,Appliance Cover,Engineer Experience,-8.0,2024,"In 2024, British Gas outperforms Domestic & General in the 'Engineer Experience' category, exhibiting a sentiment score of -8.00. Key reviews indicate that British Gas engineers are perceived as more skilled and accommodating than those from Domestic & General, which has been cited as having issues with engineer reliability and effectiveness. For example, a British Gas review states, “Despite delays, the engineer explained everything clearly and fixed the problem,” highlighting their communication and problem-solving abilities. In contrast, one Domestic & General customer lamented, “After four visits and no resolution, I ended up buying a new machine,” showcasing dissatisfaction with repeated technician visits leading to unresolved issues. This divergence underscores British Gas’s relatively better reputation for quality engineering and customer service satisfaction compared to Domestic & General.","To address the notable sentiment gap in Engineer Experience between British Gas and Domestic & General, British Gas should prioritize improving communication and reliability regarding appointments and follow-ups, as evidenced by multiple reviews indicating frustration over missed appointments and unfulfilled promises. For instance, one customer expressed, “I had to chase BG several times and kept getting advised to just buy a new one... finally I was given a confirmation that the part would arrive from China... and the parts department would contact me regarding an engineer appointment,” highlighting the lack of proactive communication and the resulting dissatisfaction. Additionally, British Gas should focus on enhancing training for their engineers to ensure thoroughness in repairs, as one reviewer lamented that their appliance was left inoperable after an engineer's visit, saying, “the engineer assured me it was repaired!! After he left, the very same fault occurred.” By tackling these issues—improving appointment reliability and ensuring engineers deliver comprehensive repair work—British Gas can bolster positive customer sentiment in the crucial area of Engineer Experience"
Domestic & General,Appliance Cover,Solution Quality,-9.0,2024,"In 2024, British Gas outperformed Domestic & General in the 'Appliance Cover' category with a sentiment score of -9.00, indicating a considerable edge in solution quality. The key trend driving this difference is British Gas's stronger engineer performance and customer service responsiveness. Many British Gas customers highlighted timely appointments and effective repairs, such as one user stating, ""The engineer was knowledgeable and resolved our issue quickly,"" while others criticized Domestic & General for their slow response times and ineffective service: ""Endless messages and still telling me I have to wait until 10/01; I'm disgusted,"" reflecting a recurring theme of frustration with D&G's service delivery. This evidence suggests that British Gas's commitment to customer satisfaction significantly enhances their solution quality in appliance cover compared to Domestic & General.","British Gas must address the significant concerns surrounding scheduling reliability and communication to reduce the negative sentiment that has affected its Solution Quality. A recurring theme in reviews includes customers expressing frustration over delayed appointments and no-shows for engineers, such as one customer who noted, ""I had a washing machine leak and had to wait 8 days for an appointment, only to be rescheduled another week out."" Enhancing internal processes to guarantee timely engineer attendance and improving the accuracy of customer notifications will significantly increase customer satisfaction and trust. Moreover, British Gas should implement a more proactive communication strategy, ensuring that customers are informed promptly about any changes or delays, thus building goodwill even in service disruptions. By focusing on these areas, British Gas can convert these negative experiences into opportunities for positive engagement."
