Date,Year-Month,Title,Review
17/01/2024,01/01/2024,Great service,"Great service, boiler serviced fine."
17/01/2024,01/01/2024,Arrived on time,"Arrived on time, did the job quickly and efficiently. No mess, also polite, considerate an pkeasant. Altogether a good experience."
17/01/2024,01/01/2024,Good service,"Engineer was on time, friendly and efficient."
17/01/2024,01/01/2024,Friendly guys who all new there jobs,"Friendly guys who all new there jobs. The downside was it took 3 visits and 4 engineers to complete the job. However it eventually went well and all is fine now. No problems or issues with the engineers, all were respectful and friendly and the boiler is now working fine."
17/01/2024,01/01/2024,Call back review..,"Didn't get the ladies name,but she was very polite..She was calling back about our appointment we had with the engineer, which I told her job been done an was very satisfied.."
17/01/2024,01/01/2024,On Time,"On Time,  friendly, respectful of property.  Did a great job. Explained what he was doing and why."
17/01/2024,01/01/2024,The engineer was very polite,The engineer was very polite
17/01/2024,01/01/2024,Very efficient service,Very efficient service. I was called earlier than expected to say that an engineer was in my areaand asked if I was available on the day . I agreed and the engineer arrived in 30 mins. He was pleasant polite and efficient and carried out his task well.
17/01/2024,01/01/2024,Very Happy with my Experience**,"Reply from Customer Service in a punctual manner, I was kept in the loop with my claim. The engineer was punctual and informed me of the work he was carrying out. Overall very pleased with my experience, thank you"
17/01/2024,01/01/2024,Great service!,Great service!
17/01/2024,01/01/2024,One of the worst companies I have delt…,"One of the worst companies I have delt with, all they are bothered about is getting money out of you, poor/shocking customer service, at the end of my boiler service contract and trying to cancel my renewal, CS unable to help so said that a manager would need to call me to cancel.  No time given of call back, I just have to wait for a call, so inconvenient and unprofessional. There boiler service was what I would class as a check, they wanted extra to add inhibitor and extra to empty my magnet filter. So they just check there was no leak. Certainly don't recommend them and can't wait to leave. Trying to get anywhere with this company really effect my MH as they make things so difficult"
17/01/2024,01/01/2024,Engineer friendly and helpful,Engineer friendly and helpful
17/01/2024,01/01/2024,great price and service,price and service
17/01/2024,01/01/2024,One of the best value home emergency…,One of the best value home emergency covers out there.
17/01/2024,01/01/2024,Helpful and efficient,Helpful and efficient
17/01/2024,01/01/2024,Customer service is efficient and quick…,Customer service is efficient and quick response.
17/01/2024,01/01/2024,I used gocompare to find the policy,"I used gocompare to find the policy - the 247 home rescue website is easy to use. Be aware that they're super-keen on ""service"" and will phone you whilst you're using the webform to complete your details! This is a little disconcerting - someone watching you apply, but I get that they're trying to be helpful. They gave me a replacement discount offer which they then applied directly. All good."
17/01/2024,01/01/2024,Excellent & frienfly service,Excellent & frienfly service
17/01/2024,01/01/2024,Very friendly staff and quality of work…,Very friendly staff and quality of work is absolutely spot on.
18/01/2024,01/01/2024,Prompt engineer service to rectify…,Prompt engineer service to rectify plumbing issue
18/01/2024,01/01/2024,Engineer was very pleasant and…,Engineer was very pleasant and efficient andcarried job out to our satisfaction.
18/01/2024,01/01/2024,The engineer was very polite and got…,The engineer was very polite and got the job done quickly.
18/01/2024,01/01/2024,Carl was very helpful and managed to …,Carl was very helpful and managed to  successfully sort out the central heating problem.
18/01/2024,01/01/2024,The engineer was friendly and knew his…,The engineer was friendly and knew his stuff about boilers. didn't take too long and provided useful advice.
18/01/2024,01/01/2024,Excellent!,Excellent!
18/01/2024,01/01/2024,Bad boiler service,What ever you do DON’T use this company to cover your boiler if it’s over 7years old I’ve been white this company for years even had service every year without fail last year when engineer came to service the boiler l told him I’m having to top up pressure every month more than normal he told me it would most likely be a leak from under floor pipes that was his guess Last week I’m having to top up every day pressure keeps dropping to zero l rang them up call centre seems to be in India l spoke to a woman who told me excess charge is £75 all labour and parts would me nothing cost me nothing so l believed her when engineer came out yesterday he said boiler part needed most likely you will have to pay 90% of claims customerhas to pay so it was true they said over£900 pounds for part or a new boiler total RIP OFFSo l paid them £16 per month just for a useless service now l will get a new boiler from elsewhere but never will l use this shabby company again
18/01/2024,01/01/2024,Had Benjamin perform a boiler service…,"Had Benjamin perform a boiler service for me. He was prompt, friendly and professional. Thank you"
18/01/2024,01/01/2024,Polite and Helpful Engineer who arrived…,Polite and Helpful Engineer who arrived within the time allocated.
18/01/2024,01/01/2024,Excellent service,"I got a call prior to attendance. The engineer was polite, intelligent, and did the service with the minimum of noise and fuss."
18/01/2024,01/01/2024,I have very bad experience and don’t…,"I have very bad experience and don’t recommend to anyone,This is scam and fraud company.my boiler breakdown Sunday and engineer visit Monday and said its not my job its plumbing work and charge £120 and visit again after two days to check and said I can’t stop water and can’t do anything .my family including 3 children freezing cold."
18/01/2024,01/01/2024,Happy with the service.,Happy with the service.
18/01/2024,01/01/2024,Amazing work,"Amazing work, super fast"
18/01/2024,01/01/2024,Both Richard and Dean were great,Both Richard and Dean were great! They were friendly and cared about our boiler issue! Highly recommend these engineers!
18/01/2024,01/01/2024,Super service proactive to book a…,Super service proactive to book a boiler service and lovely engineer.
18/01/2024,01/01/2024,Had a call from boiler company to…,"Had a call from boiler company to service boiler, usually I call but arrived promptly and service was done and very polite."
18/01/2024,01/01/2024,Great service.,Great service.
18/01/2024,01/01/2024,Brilliant service,Brilliant service. Technician was very knowledgeable and friendly. Perfect.
18/01/2024,01/01/2024,Great service,Great service. Technician was very knowledgeable and friendly. Good work!
18/01/2024,01/01/2024,Easy to sign up and helpful when needed…,Easy to sign up and helpful when needed assistance
18/01/2024,01/01/2024,"Very quick and easy,but.","Very quick and easy, just too many phone calls after signing."
18/01/2024,01/01/2024,Easy to use,5 stars. Easy to use
18/01/2024,01/01/2024,Easy to sign up,"Easy to sign up. Not claimed yet, but good so far"
18/01/2024,01/01/2024,Ideal policy,Ideal policy
18/01/2024,01/01/2024,Efficient & good value,Efficient & good value
18/01/2024,01/01/2024,Great service so far,Easy online site to make my application. Customer care staff still rang me to see if everything was ok and clarified when I could book my boiler service.Cant fault the service so far thank you
18/01/2024,01/01/2024,Lady very helpful on phone.,Lady very helpful on phone.Only just joined so can't say much about anything else.
18/01/2024,01/01/2024,Quick response good service,Quick response good service
18/01/2024,01/01/2024,Easy to sign up for cover,Easy to sign up for cover. Well explained. Simple to follow. Great price. Super value.
18/01/2024,01/01/2024,My call was received with welcoming…,"My call was received with welcoming tone and clarity. I was transferred to the right person who listened carefully and offered the policy which I responded that I want to think over it, not pressurised to make decision. Called back asked few questions, responded positively, professionally that led me to take the policy. My impression is that I have chosen right people and right company to experience peaceful future."
18/01/2024,01/01/2024,A pleasant surprise. Syed Ali.,"A well-informed chap,.Syed Ali, dealt with my telephone enquiry. From the get go, he was polite, attentive and courteous. He's product knowledge and customer awareness was impeccable. Nice to know that you have a direct customer service number to call. I cannot exude much higher an appreciation for the level of exemplary service I experienced. Well done to all at 24/7, especially Syed Ali.In a world that is so deeply entrenched in a mindset of bottom line stats and profits, that good service normally takes the back seat, it was a breath of fresh air to feel those good old values of being, well, valued as a customer and not just a stat. When people take a genuine interest in your needs as a customer and tailoring a package that is not superfluous and hiked, we customers are more willing to choose you and shake on business. And, after a lengthy call duration, due to the excellent service received, I indeed, did not hesitate to give 24/7 my business. Finally, a big well-done again to all at 24/7.!! I will review again to see if the service is endemic and not just a one off wonder."
18/01/2024,01/01/2024,excellent service,excellent service
19/01/2024,01/01/2024,"Rip off, upfront £95 excess","I had a so called ""free boiler check"" as part of my package. Since then the boiler pressure has always fallen eventually registering zero and no matter how I tried to fill it, this never worked. I therefore had to ask for an engineer to come and rectify the problem. I then had to pay an upfront charge of £95 being the ""excess"". The engineer came and spent 10 mins messing with something - no spare parts needed etc and suddenly all is fine. I could probably have done whatever it was myself yet now am out of pocket by £95 which was probably more than if I'd asked a local heating expert to come out and sort for me! Not happy at all and feel that this ""excess"" on every single call out is far too high. Going to cancel this cover as it's really not worth it in my opinion."
19/01/2024,01/01/2024,Engineer Simon was great,"Engineer Simon was great, very curtious friendly and informative"
19/01/2024,01/01/2024,Boiler repair,Richard Dennison visited our property today to fix hot water he was excellent respected our wish for no shoes & carried out his duty with dignityThankyou Richard I would call for your  services time & time again
19/01/2024,01/01/2024,Great service.,Great service.
19/01/2024,01/01/2024,Pleasant and did the job quickly,Pleasant and did the job quickly
19/01/2024,01/01/2024,Excellent service from start to finish!,Excellent service from start to finish!
19/01/2024,01/01/2024,I had a radiator that did not work…,"I had a radiator that did not work which was not ideal in this weather. I called 247 Home Rescue and they booked an engineer for Friday 19th, but on the 18th they rebooked it for that day, meaning I could get it fixed sooner.The engineer who came was very polite and attentive, and didn't make me or my partner feel uncomfortable in any way. He did a great job at diagnosing the issue and fixing it, all while being positive despite it being 6:30pm at night.I've had 247 Home Rescue for a few years now and can wholeheartedly recommend having it, it's saved me a lot of frustration and anxiety when I know my home issues can be fixed quickly and efficiently."
19/01/2024,01/01/2024,Tha engineer was polite and very…,Tha engineer was polite and very informative of the inspection. Very efficient and clean.
19/01/2024,01/01/2024,Quick response and solve.,"Greg was our boiler engineer, he was very good and sorted our issue quickly."
19/01/2024,01/01/2024,This is a highly unreliable company,This is a highly unreliable company. I had a boiler service booked which they called to cancel and changed the date to the following week. The rescheduled appointment was a morning appointment (8am - 12pm) but no engineer turned up and they didn't even have the courtesy to call and let me know. I did call them when it was getting close to midday and was advised that an engineer will definitely be there before 12pm. A fine example of a company overpromising and under delivering. I was with British Gas for 5 years before joining 247 Home Rescue and never had any issues during that time so will be definitely be switching back to them.
19/01/2024,01/01/2024,Annual service check,Annual service checkThe engineer arrived at the started time. All work completed to a high standard. He signed in my log book to leave record of the annual check.
19/01/2024,01/01/2024,Very impressed by 24/7!,Very impressed by 24/7...guided me to the correct policy as I am a landlord and wanted 24 hour emergency cover...and such a great price! Way lower than all the other companies.  Very pleased...
19/01/2024,01/01/2024,Prompt service,Engineer came twice to fix the issue. Hopefully my boiler won't loose the pressure now.
19/01/2024,01/01/2024,Easy to set up,"Easy to set up, great value only dropped 1 star as I had a 10% off code but there wasn't anywhere to put it at checkout"
19/01/2024,01/01/2024,Very helpful staff.The call went well and you were able to…,The call went well and you were able to explain everything and gave me a good discount.I have recommended you to my son.
19/01/2024,01/01/2024,Professional staff.,Annual boiler service carried out today by very helpful and professional engineer. Very pleased. Many thanks.
20/01/2024,01/01/2024,Easy to sign up,Easy to sign up
20/01/2024,01/01/2024,Could not find boiler in list and then…,Could not find boiler in list and then I get a phone call
20/01/2024,01/01/2024,Very polite engineer.,Very polite engineer.
20/01/2024,01/01/2024,Thank you,Thank you Turned out and completed the work what was required
20/01/2024,01/01/2024,Good customer service,Good customer service
20/01/2024,01/01/2024,Very efficient sign up process,Very efficient sign up process. Everything clearly and patiently explained. Agent Mustaffa polite and helpful.
20/01/2024,01/01/2024,The service and the engineer was top…,"The service and the engineer was top class can't foult them,"
20/01/2024,01/01/2024,"Plumber turned up nice and early, very nice chap and was very efficient, top job.",Plumber turned up nice and early
20/01/2024,01/01/2024,"Plenty hidden cost , unfair be aware","Sent an engineer to repair your boiler , only to fit leaking diverter valve, hour to fit ,told by engineer, having to pay £95 ,to  the claims department, to go ahead with the work , look at  my boiler for 5 mins , claims to turn round, and say boiler is to be condemned, no do not go ahead with the boiler , and then getting call for additional £295 pounds to have the part fitted. What great service , do not waste your money .should of made it clear from the start, I am absolutely disappointed discussed the way I have been treated,  which is completely unfair."
21/01/2024,01/01/2024,The engineer turned up on time and…,The engineer turned up on time and carried out the boiler service properly
21/01/2024,01/01/2024,Mustafa,Mustafa was very polite and understanding he explained all what i required.
21/01/2024,01/01/2024,All went well with the engineer coming…,All went well with the engineer coming in to my house to check the boiler.
21/01/2024,01/01/2024,the worst company on the planet,Have to be the worst company on the planet!I had an agreement for 12 months unable to claim as apparently the item that was faulty was not affecting the heating enough to cause it to stop working. Was told I would have to £95 if someone came out and my system was working. Tried to cancel agreement surpise surprise cancellation cost was the same as if I had let the agreement expire!I have now come to the end of the agreement tried to cancel by using the customer service email addres on policy and it has bounced back as undeliverable The contract is a rolling contract so how do you cancel if the email address is incorrect. They are a bunch of cowboys stay well clear!
22/01/2024,01/01/2024,Excellent service,Excellent service
22/01/2024,01/01/2024,Fast efficient and friendly.,Fast efficient and friendly.
22/01/2024,01/01/2024,Not happy with length of time,"Took 48 hours to come out and see what the problem was, not very good when I'm disabled, the engineer who came out was quick and very helpful"
22/01/2024,01/01/2024,Engineers are great but to actually get…,Engineers are great but to actually get an engineer visit could be better took 3 calls to get an appointment time
22/01/2024,01/01/2024,Boiler brake down,My poor boiler broke down on Friday could not get an engineer out till Monday and then I’ve got a phone call a few hours later to say an engineer to come out within a half hour to me so I’ve got my body fixed that day. Very happy thank you
22/01/2024,01/01/2024,Very punctual and helpful,Very punctual and helpful
22/01/2024,01/01/2024,Excellent service,"Excellent service, great engineer"
22/01/2024,01/01/2024,Very helpful,Very helpful
22/01/2024,01/01/2024,Ezellent Service,The plumber/fitter was on top of his game. Investigated and identified the problem(s) in quick time and restored our heating all within an hour.
22/01/2024,01/01/2024,Good,very fast service
22/01/2024,01/01/2024,He is very good and very pleasant,He is very good and very pleasant
22/01/2024,01/01/2024,very straightforward application process,very straightforward application process
22/01/2024,01/01/2024,Great easy service,"Great easy service, really affordable as well, perfect"
22/01/2024,01/01/2024,Good service easy to sign,👍 easy to sign
22/01/2024,01/01/2024,Staff were very helpful and was very…,Staff were very helpful and was very easy and quick.
22/01/2024,01/01/2024,Very helpful,Very helpful
22/01/2024,01/01/2024,Very quick and easy to set up and cost…,Very quick and easy to set up and cost very competitive
22/01/2024,01/01/2024,Seemed easy but can they deliver when needed?,Signing up appeared very straight forward. The cost differential between this and its competitors is significant and I’m hoping they will be able to deliver A grade service. We shall see!
22/01/2024,01/01/2024,Great customer service,Great customer service
23/01/2024,01/01/2024,Twas an emergency with my boiler…,"Twas an emergency with my boiler suffering a breakdown, leaving me no heating or hot water in very cold weather I was made a priority and the engineer arrived the next morning and speedily discerned the problem: a frozen outdoor pipe, leaving me somewhat wiser. I am most grateful for the efficient service."
23/01/2024,01/01/2024,Easy to sign up too great price and…,Easy to sign up too great price and covers everything we needMany thanks
23/01/2024,01/01/2024,Very easy to sign up for this service,Very easy to sign up for this service. Very competitive prices!
23/01/2024,01/01/2024,Super easy sign up.,Super easy. Very clear page.
23/01/2024,01/01/2024,Easy to sign up and affordable price.,Easy to sign up and affordable price.
23/01/2024,01/01/2024,"Helpful, resolved the problem",Understood the problem with my policy that I called about and fixed it.
23/01/2024,01/01/2024,Logged a claim for a plumbing issue,Logged a claim for a plumbing issue. I was contacted to be told engineer would arrive the same day but still not heard anything from either the engineer or 24/7.   Tried to followup via live chat but this just references on line tracking on website and then closes conversation with no option to be connected to an agent.   On line tracking just shows engineer assigned but no date/time
23/01/2024,01/01/2024,Engineer was pleasant but didn’t check…,Engineer was pleasant but didn’t check the carbon monoxide detector
23/01/2024,01/01/2024,Bad treatment,"What a joke of a company, booked a day off work so I could get my boiler sorted that has been going on to nearly 2 wks, had phonecall not coming now will be tomorrow. Just looked who the engineer will be and it's the one I told them I don't want coming anymore"
23/01/2024,01/01/2024,Very good,It was quick and self explanatory
23/01/2024,01/01/2024,Straight forward sign up process 👍,Straight forward sign up process. Seems to be hassle free. Now will wait until it is time for service to see how prompt they are.
23/01/2024,01/01/2024,Flexible to boiler services one an engineer working in same area,Very good boiler services. Although original booking for first boiler services was three months to wait but they contact me once they find an engineer working near my home and same day they came and promptly have the boiler services completed. Well done 24/7 rescue
23/01/2024,01/01/2024,Very pleasant lady perfect English…,Very pleasant lady perfect English although not her 1st language. Very easy to book boiler cover and lady gave me information about booking service on due date mid  2024
23/01/2024,01/01/2024,Great experience,Easy to set up everything.
23/01/2024,01/01/2024,Easy quick and simple to sign up,Easy quick and simple to sign up. Very good price.
23/01/2024,01/01/2024,Nice gentleman and polite.,Nice gentleman and polite.
23/01/2024,01/01/2024,My annual boiler service texted…,The engineer arrived the time he texted he would and was very helpful and efficient
23/01/2024,01/01/2024,Timely efficient service,"Timely efficient service, helpful professional staff."
23/01/2024,01/01/2024,Good price too many phone calls,Price is good but they phone too often. As soon as I put my details on their website I had someone calling within 5 mins trying to make me buy it there and then and upsell me other cover. I did almost go elsewhere but decided to give them a try. Hopefully I wont be disappointed.
24/01/2024,01/01/2024,Engineers respects client homes and work and cleanup after themselves,They work with you to find appropriate times and dates suited to the clients. Not dates suited to themm
24/01/2024,01/01/2024,Rip off company,"Unfortunately the company picks and chooses what part it will replace which was not stated at the beginning of taking the insurance. The service was done stating no problem. Breakdown happens and I am to be charged for a part. How do you cover a boiler but not all of its parts? This is just a way of making customers pay extra. Be careful, even the parts when ordered through them takes weeks to arrive leaving you without heating or hot water. And ontop of it all, the premiums nearly doubled.PS: you just replied asking for my policy/ref no.  Do i send it here or want it over the phone? Not that I have any hope of anything getting done about it as your customer representative that we have been speaking to is not assisting but keeps repeating that the part isnt covered. As said, a boiler should be covered with all its components."
24/01/2024,01/01/2024,Engineers was very helpful professional…,Engineers was very helpful professional but the communication with 27/7 was poor needed a part didn't arrive with it so had to wait in again was told they'll do the service at same time when arrived couldn't do service wasn't on job sheet at to wait in again total of 5 days having to wait in because of communication
24/01/2024,01/01/2024,He was fine,"He was fine, spent 20 mins or so and finished, then left."
24/01/2024,01/01/2024,Boiler Service,Did what was required.  Clean & tidy.
24/01/2024,01/01/2024,The engineer answered all my questions…,The engineer answered all my questions clearly. Service was good . highly appreciated.
24/01/2024,01/01/2024,The engineer was very organized and…,"The engineer was very organized and neat in his work, and he communicated with me effectively."
24/01/2024,01/01/2024,Boiler breakdown - Engineer was excellent,"The engineer arrived on schedule was very polite, looked at the broken boiler, described what he was doing, and what the problem was. He resolved the issue pretty quickly, kept the area very clean and tidy, so when he left apart from the fact the boiler was now working, there was no trace he had been.."
24/01/2024,01/01/2024,Excellent services,Excellent services
24/01/2024,01/01/2024,The engineer was excellent on.time…,The engineer was excellent on.time polite and helpful a great experience
24/01/2024,01/01/2024,On time,"On time, professional, answered my questions."
24/01/2024,01/01/2024,Gary  was good,Gary  was good
24/01/2024,01/01/2024,Good customer service,Very simple to sign up and prices look like the best around. They do seem to really want to give good customer service. They wanted to know when I needed my boiler service done from the off which was a real struggle with OVO to get in place.  Hope this good customer service continues or I'll be back 🤣
25/01/2024,01/01/2024,Annual boiler service,"Been with this company for a long time, always find them very professional. Keep you updated with reminders for service etc . Boiler service/ heating check- engineer arrived in time, thorough with his checks. Very pleasant,  courteous young man who didn’t try to oversell any products ."
25/01/2024,01/01/2024,Gas engineer was polite and very knowledgeable.,The gas engineer which attended my home to service my boiler was very polite and knowledgeable. Answered all questions and was very informative.Certainly put 24/7 on the map and I would highly recommend.
25/01/2024,01/01/2024,Insurance ‘not worth the paper it’s written on!’,Their appliance insurance policies are not worth the paper they are written on!Their harsh and unreasonable conditions are buried in their 16 page contracts / agreements so people be aware that you will be caught out by 247 Home Rescues unreasonable and unfair terms (consumer regulations 1999)This has been my recent experience at the hands of this company after many years of paying them and not using their services and when one insured appliance breaks down they fail to fix or indeed replace as advertised on the front page of their documents
25/01/2024,01/01/2024,Engineer arrived at a great time and…,Engineer arrived at a great time and repaired everything that was needed rapidly.
25/01/2024,01/01/2024,Fast and friendly,Fast and friendly
25/01/2024,01/01/2024,Engineer was very helpful and completed…,Engineer was very helpful and completed the job quickly.
25/01/2024,01/01/2024,Very good engineer Sultan very pleasant…,Very good engineer Sultan very pleasant and great job done
25/01/2024,01/01/2024,Pay monthly to be told there are no…,Pay monthly to be told there are no slots for a boiler service 'at this time'.. can't even offer a date in the future... Trying to speak to a manager for a refund as 'they are not providing the service I pay for' is impossible.. DO NOT USE THIS COMPANY.. postcode area Winchester SO225DS
25/01/2024,01/01/2024,Efficient,Engineer came and carried out the boiler service .Happy now and confident that the boiler is running efficiently.
25/01/2024,01/01/2024,Very plesent engineer,"Very plesent engineer, put on his shoe protectors and introduced himself. Explained all what he was looking for and knew straight away what was wrong. He instantly put my mind at rest.."
25/01/2024,01/01/2024,Good engineer.,"Daniel commented that our plumber hadn't installed the boiler on the correct setting, and do he sorted it. Very polite. Obviously knows his job."
25/01/2024,01/01/2024,Sean was polite,"Sean was polite, helpful and efficient what a nice guy."
25/01/2024,01/01/2024,The fast response to my calls really…,The fast response to my calls really nice man and very good at his job wouldn't definitely recommend you to my family and friends
25/01/2024,01/01/2024,professional and skillful,professional and skillful
25/01/2024,01/01/2024,Exceelent service,Excellent service Engineer James was polite professional and very quick
25/01/2024,01/01/2024,Thermostat replaced,Thermostat replacedLeak from pressure hose needs replacing.
25/01/2024,01/01/2024,Job well done.,"Arrived within allotted time slot, and on arrival, respected our property by removing his footwear before entering. He was very knowledgeable and even gave me tips on how to check radiator valves etc and completed the job in a reasonable time,  letting me know, step by step what he was doing."
25/01/2024,01/01/2024,Boiler repair,Richard was very experienced engineer!
25/01/2024,01/01/2024,These are indian call centre scammers,"These are indian call centre scammers, with suspect positive reviews, i just been scammed by them.You pay monthly then when you call they keep cancelling my appointment 3 times on fourth time they said no one was home, so i rebook and they want to charge me for cancelling. I am going to report to trading standards so many similar pattens of fraudulent business activities. They dont fulfil their part of the service, do some research on company on other review sites same common complaints. No different to email scams. Stick to locals"
25/01/2024,01/01/2024,Great first boiler visit by 247,This was our first visit by 247 & it was all good. The engineer was excellent and even found and fixed a minor issue that BG had left in place for 5 visits (& BG installed the boiler). He added rust inhibitor too as I requested that.
25/01/2024,01/01/2024,Proof is in the Pudding - AVOID,"Had been with 24/7 for many years, used them every year for boiler service. This was a pain each year as they subcontract all the work out so can't tell you when it will be or control it. This year's service was rearranged 3 times on me.This year was the first that I had to use them for a boiler breakdown, the experience was awful, they again subcontracted out the work, but the subcontractor didn't send the worksheet to them for ages, all 24/7 could tell me was ""we will contact you within 24hrs"" - nobody ever contacted me back, I had to call and each time was told ""we need 24hrs"" finally got to the end of my tether as the 24hr thing was a lie; Nobody in this company will ever contact you as promised.My family and I were without heating or hot water for 2 weeks due to the inefficiency of 24/7 and their subcontractors. I have then received my renewal quote - this time it's far more expensive than a new business quote. I advise them I don't want to renew due to cost and experience, and all I get is offers of reduced premium. I had to reiterate 3 times my clear intention to leave before the message got through.I will be more than happy to never deal with this company again. I cannot recommend these to anyone either, please go to a local company or a bigger company who control their own workers."
25/01/2024,01/01/2024,Efficient service,Guy was in and out fast.  Turned up on time and kept me informed.
25/01/2024,01/01/2024,Very quick and easy to fill out forms…,Very quick and easy to fill out forms helpfulCall handlers. Value for money.
25/01/2024,01/01/2024,Excellent boiler service,"Very skill full, thourugh and professional engineer. He carried  very comprehensive service of my boiler"
25/01/2024,01/01/2024,Shocking!!,"Signed up a year ago for boiler cover, I asked them not to set it for auto renew as I was aware the price would increase. I received an email advising me that the policy has renewed for double the price! I spoke to them yesterday and was advised I received a renewal invite to say its on auto renew!! told them to cancel as it is fraud to take my money when I have clearly told them not to, they have now cancelled but will not refund a months premium, I am fuming and will definitely take this further.What a patronising reply !! just typical of a company such as yours."
25/01/2024,01/01/2024,Quick and helpfull,Quick and helpfull
25/01/2024,01/01/2024,Engineer came to do service,"Engineer came to do service. Said didn’t feel too good when he arrived. Heard him running taps very fast. Then couldn’t get out of house fast enough. Wasn’t in long, so don’t even know if he did full service. Did quick wipe of sink, as had some muck on. A day later, realised, he had been sick in sink. I had missed some of mixer tap, when I cleaned. It smelt strong of sick. Too late for me, I picked up virus, he had. I was ill for 2 weeks. Lost 12lbs. If only he had told me he was sick, would have used a lot of bleach immediately. I was offered £20 as compensation, as had no evidence (really). Not impressed at all."
25/01/2024,01/01/2024,Use this company with caution,"The engineer turned up to service our boiler, he declared it was “live” the casing, pipes and our bathroom taps. He then left leaving electricity and gas still on with a potentially very dangerous situation. 24/7 wouldn’t send an electrician out as they claimed this wasn’t covered under the policy which was only for breakdown and emergency, surely this situation with a “live” boiler and “live” gas was an emergency situation?Independent  electrician and heating engineer declared no issues and that the fuse would have tripped .I don’t know why we were told what we were, but we were left in a potentially dangerous situation and no paperwork to support the “live” claims.Please be cautious about using this company"
26/01/2024,01/01/2024,POOR SERVICE,"I have been with a contract paying £12.91 a month and an annual boiler service is included in this. Firstly I was booked for a service on 24th November 2023, and then the day before I had a text message saying “Appointment booked for tomorrow, engineer will contract you within the hour” and then on the SAME Day of that text message I have a voicemail and a text saying it has been cancelled by you, saying “unforeseen circumstances”. So I rang you up saying I need to rebook as you guys cancelled on me. So it was RESCHEDULED for 26th Jan 2024 (today of complaint) Yesterday (25th Jan 24)  I had the same text saying about the engineer coming tomorrow and YET AGAIN a few moments later you cancel on me for the second time! It is ridiculous, I rang you up yesterday and spoke to someone to tell me that you guys are not taking bookings at the moment. But my policy will end on the 31st January 2024.It is ridiculous how this company is. Poor service."
26/01/2024,01/01/2024,Great and easy to subscribe for this…,Great and easy to subscribe for this insurance.
26/01/2024,01/01/2024,Excellent service,"Great service, Gaurav was really helpful and did an awesome job fixing the boiler. He not only repaired it but also made sure the heater worked and checked everything before leaving. Thanks!"
26/01/2024,01/01/2024,Very helpful,"Very helpful, concise and straightforward.   Highly recommend!"
26/01/2024,01/01/2024,Andrew was very knowledgeable and…,"Andrew was very knowledgeable and extremely polite and friendly, putting me at ease. He respected our house and cleaned up afterwards. Explained everything very clearly"
26/01/2024,01/01/2024,Friendly efficient service,"The engineer was friendly and communicated well, did the boiler service and checks quickly and efficiently."
26/01/2024,01/01/2024,Quick response,"Quick response, good service!"
26/01/2024,01/01/2024,Service very good,"Service very good, engineer very thorough"
26/01/2024,01/01/2024,Very friendly service,Paul brown was very friendly and his service was excellent.
26/01/2024,01/01/2024,Very approachable and efficient service…,Very approachable and efficient service from engineer Gaurav. Take his time and very helpful.
26/01/2024,01/01/2024,Happy with service,Had a couple of minor issues in arranging my appointment for a boiler service but these were quickly resolved. Engineer attended and was very polite and efficient. Happy with the service received.
26/01/2024,01/01/2024,Polite and efficient technician who…,Polite and efficient technician who quickly identified the issue and resolved it with minimal fuss.
26/01/2024,01/01/2024,Boiler repair.,Happy with the repair.After having a conversation about my cover as I pay for the full package even though my boiler is old in all the years I have only had to have two repairs and the last repair was the igniter and the life span of igniters is between 3-6 years and my has lasted 19.so if you look after your boiler and make sure it's safe and serviced regularly.
26/01/2024,01/01/2024,Good service,"Engineer was really helpful, friendly and efficient. Customer service throughout has been good and helpful."
26/01/2024,01/01/2024,Tom was excellent and certainly went…,Tom was excellent and certainly went the ‘extra mile’ to fix the issue
26/01/2024,01/01/2024,Good engineer prompt and clean and tidy,Good engineer prompt and clean and tidy
26/01/2024,01/01/2024,Excellent service 👏,Excellent service 👏
26/01/2024,01/01/2024,Cow boy engineers,"Cow boy engineers. My boiler serviced in 7 minutes. While he was on the phone selling his old car. Customer service 1/10. I was told , change your boiler rather then chaining a rusted pipe. Average response time 3 days. 24/7 stands for what??Not recommended, third class service ..scamers ..Be aware"
26/01/2024,01/01/2024,Mohammed Ahmed provided a very…,Mohammed Ahmed provided a very professional service.
26/01/2024,01/01/2024,Engineer Carl,"Engineer Carl, was very helpful and efficient. Great customer service."
26/01/2024,01/01/2024,"Fantastic service ,so easy to organise.","Fantastic service ,so easy to organise."
26/01/2024,01/01/2024,A very good experienced fitter .checked…,"A very good experienced fitter checked my boiler today. Did a very good service, and explained any questions I asked him"
26/01/2024,01/01/2024,Excellent Service,Excellent Service
26/01/2024,01/01/2024,Simple and straight forward to sign up,Simple and straight forward to sign up - I hope the service lives up to it now!
26/01/2024,01/01/2024,Easy purchasing,Easy purchasing - can't comment on the service yet but seems good value for money!
26/01/2024,01/01/2024,Great service,Great service
26/01/2024,01/01/2024,Absolutely shocking service once again,"Absolutely shocking service once again! I should have learned first time around. They will not send anyone to view and assess anything. I have a leak in a wall, and I suggested it could be a leaky tap (within the wall) and they said I wasn't covered because they don't cover taps. I explained i wasn't a plumber and they still said i wasn't covered as it is a tap! I couldn't warn people off this company more. There is always an excuse to not come out. Avoid like the plague"
26/01/2024,01/01/2024,The engineer came promptly was polite…,The engineer came promptly was polite and serviced the boiler promptly
