Date,Year-Month,Final Product Category,Review,spam_label,spam_confidence,detected_lang,is_english,has_justification,review_weight
19/02/2024,01/02/2024,Gas Products,Service was quick and efficient and engineers were polite and tidy leaving no mess.,LABEL_0,0.934,en,True,False,0.9
19/02/2024,01/02/2024,Gas Products,The Engineer had a 1 hour journey at 7pm and he was cheerful and polite. He sorted out our issue no problems there. Overall great service,LABEL_0,0.926,en,True,False,0.9
19/02/2024,01/02/2024,Unknown,"Excellent work, friendly and tidy",LABEL_0,0.935,en,True,False,0.9
19/02/2024,01/02/2024,Gas Products,Very helpful and swift response to my Sunday morning call to say boiler not firing !  Steven from Perth was most kind and helpful as was a female I had spoken to earlier.  Malcolm the engineer arrived very quickly to check and tell me the problem was far more complicated and it involved informing my home buildings insurers.,LABEL_0,0.934,en,True,True,1.0
19/02/2024,01/02/2024,Unknown,Very helpful,LABEL_0,0.936,en,True,False,0.9
19/02/2024,01/02/2024,Gas Products,"Iniitial Engineer couldn't solve the problem but another one arrived the next day and solved the issue, both were friendly and professional.",LABEL_0,0.935,en,True,False,0.9
19/02/2024,01/02/2024,Gas Products,Very happy  with the service.  engineer called to say when he would arrive was clean and tidy and very friendly.,LABEL_0,0.937,en,True,False,0.9
19/02/2024,01/02/2024,Home Electrical,Very quick service by the contact centre they sent an engineer out the next day.Leon arrived and fitted the new remote transmitter thanks Leon and corgi,LABEL_0,0.872,en,True,False,0.9
19/02/2024,01/02/2024,Gas Products,Fast response on date one can expect an engineer. Engineer called to confirm day/date and time expected. Competent engineers who explains in detail of the issue found and advice on the remedy.I can wholeheartedly recommend  Corgie HomePlan,LABEL_0,0.809,en,True,False,0.9
19/02/2024,01/02/2024,Gas Products,Engineer called to make an appointment within a couple of hours and called early the following day. Rectified fault keeping me informed of what he was doing and giving advice on maintaining the system.,LABEL_0,0.931,en,True,False,0.9
19/02/2024,01/02/2024,Gas Products,Very good engineer for our service.,LABEL_0,0.936,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,Been very happy with Corgi since joining them a few years ago. My boiler service is always on time get a reminder and then i book at a convenient time for myself. The engineers are always helpful and friendly and answer any questions with advice.,LABEL_0,0.931,en,True,True,1.0
20/02/2024,01/02/2024,Unknown,I have no complaints thanks,LABEL_0,0.937,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,A thorough service of my boiler and heating. better than BG,LABEL_0,0.937,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,"Excellent service from office and friendly , professional engineer",LABEL_0,0.889,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,Excellent all round service  Engineer pleasant and experienced,LABEL_0,0.906,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,"The engineer i had was excellent. He knew right away what the noise was in my boiler despite having put up with it for years. Every other engineer negated what I said. Current engineer replaced fan and boiler is totally silent when operating. My neighbour is very pleased!!Only issue was engineer lost job on the app you use and had thought I'd cancelled job, hence corgi removing from app. He said my job line was not the only one removed. Perhaps some more work requires to be done with your third party app.",LABEL_0,0.933,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,"Monday 19th February, my boiler was scheduled to be serviced in the morning, the engineer message to rearrange a time more suitable to him, in the afternoon, no explanation or reason, this was rearranged, I then had to message him to see what time he would be arriving. When he arrived he was not in no more than 10 minutes max, I am not convinced he serviced the boiler or even did a complete service. He than said I would received my certificate the next day via email, he never confirmed the email address. I still have not received the so called certificate.",LABEL_0,0.93,en,True,True,1.0
20/02/2024,01/02/2024,Unknown,Seamless. Main result will be in the future Will it break down? Now is a poor time to evaluate,LABEL_0,0.935,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,A very pleasant and professional engineer. He gave the boiler a thorough examination.,LABEL_0,0.936,en,True,False,0.9
20/02/2024,01/02/2024,Unknown,Some people really went over and above,LABEL_0,0.938,en,True,False,0.9
20/02/2024,01/02/2024,Unknown,Rapidly repaired and I’m all cosy again.,LABEL_0,0.937,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,Craig arrived promptly and was pleasant and polite.Very thorough in his work,LABEL_0,0.937,en,True,False,0.9
20/02/2024,01/02/2024,Home Electrical,Without power for 4 days because of Corgi’s excessive bureaucracy over authorising every single thing the engineer needs to repair then not trusting their appointed engineers by insisting on a second opinion but could not find a second engineer.,LABEL_0,0.863,en,True,True,1.0
20/02/2024,01/02/2024,Unknown,Curtesy and promptly did the work with out fuss,LABEL_0,0.937,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,The engineer was very good but unfortunately he couldn't fix our issue so we now need to check out The Hive and then recall a further engineer,LABEL_0,0.935,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,Quick and easy to use logged the job online at 19:00 was called back within five minutes with an appointment the next day.,LABEL_0,0.907,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,Easy to book appointment online. Good communication from engineer beforehand and during the visit.,LABEL_0,0.914,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,Pleased that Corgi contacted me to make appointment for my annual boiler inspection. Engineer arrived on time and was very efficient.,LABEL_0,0.933,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,On time got on with the job polite no messing,LABEL_0,0.938,en,True,False,0.9
20/02/2024,01/02/2024,Unknown,Always on time.Same man and always nice,LABEL_0,0.938,en,True,False,0.9
20/02/2024,01/02/2024,Gas Products,A quick and thorougher service,LABEL_0,0.933,en,True,False,0.9
20/02/2024,01/02/2024,Unknown,Excellent service,LABEL_0,0.837,ca,False,False,0.45
21/02/2024,01/02/2024,Gas Products,"Initial professional service presentation and outcomes communicated to myself were completely incorrect and therefore -  as a result - thwarted yet gave a realisation to the service at hand ……..NOTE:Having had my regular plumber of many years service my boiler every year, confirm that the main heat exchanger was NOT full of debris and sludge as the system is flushed and has filtration each year as well as another independent engineer confirming the same, the ‘Corgi’ findings are contradictory.",LABEL_0,0.797,en,True,True,1.0
21/02/2024,01/02/2024,Unknown,"The engineer was competent, polite and helpful",LABEL_0,0.937,en,True,False,0.9
21/02/2024,01/02/2024,Unknown,Very quick professional service,LABEL_0,0.891,en,True,False,0.9
21/02/2024,01/02/2024,Gas Products,Sent engineer quickly  but fault which you had previously repaired to system this time was not  covered for some reason. Did get a call which  meant me paying for new part and fitting. Since boiler was over 10 years old have replaced it and cancelled  Corgi cover.,LABEL_0,0.921,en,True,True,1.0
21/02/2024,01/02/2024,Unknown,Honest and reliable engineer brilliant And civil 10 out of 10,LABEL_0,0.923,en,True,False,0.9
21/02/2024,01/02/2024,Gas Products,"Corgi home plan, Responded to my request very quickly and efficiently.",LABEL_0,0.936,en,True,False,0.9
21/02/2024,01/02/2024,Gas Products,Replied immediately....engineer arrived within 3 hours....fixed within 30 mins.....,LABEL_0,0.936,en,True,False,0.9
21/02/2024,01/02/2024,Gas Products,The engineer was on time. Efficient and friendly. no complaints.,LABEL_0,0.937,en,True,False,0.9
21/02/2024,01/02/2024,Unknown,A pleasant experience to date. May it continue,LABEL_0,0.938,en,True,False,0.9
21/02/2024,01/02/2024,Plumbing & Drains,The long standing problem we had with a leak was finally resolved by Mark Walker who did a good job,LABEL_0,0.936,en,True,False,0.9
21/02/2024,01/02/2024,Plumbing & Drains,"I asked for a different engineer as I didn’t have faith in the one before.They sent Oliver from Bloxt who did an amazing job, very polite young man.I was told by a different engineer the bathroom radiator needed replacing but Oliver came out and put a new valve on as the old one had a crack in it which was causing the leak.Job well done👏",LABEL_0,0.934,en,True,True,1.0
21/02/2024,01/02/2024,Gas Products,Excellent service as always Price plan is good value Engineer that attended was lovely & polite and on time Would definitely recommend this boiler home plan ,LABEL_0,0.89,en,True,True,1.0
21/02/2024,01/02/2024,Gas Products,"Arrived on time , introduced themselves and explained how the service would be carried out. Left the boiler area clean and explained the results.",LABEL_0,0.926,en,True,False,0.9
21/02/2024,01/02/2024,Plumbing & Drains,"Rang on Monday , helpful staff fella came and ordered radiator, then yesterday came and fitted same. Very impressed, thanks",LABEL_0,0.928,en,True,False,0.9
21/02/2024,01/02/2024,Gas Products,The engineer was friendly and knew what the issue was with our  boilerHe resolved issue and got our system working efficiently ,LABEL_0,0.927,en,True,False,0.9
21/02/2024,01/02/2024,Plumbing & Drains,"We had a blocked toilet in a bathroom. It needed immediate attention because we had children staying with us. I phoned for help under my policy and within 3 hours a man was on site fixing the problem, He was efficient, methodical and thorough. Very good service",LABEL_0,0.932,en,True,True,1.0
21/02/2024,01/02/2024,Unknown,Already completed  survey,LABEL_0,0.921,en,True,False,0.9
21/02/2024,01/02/2024,Gas Products,"Polite helpful engineer, who turned up on time and explained what he had done ",LABEL_0,0.937,en,True,False,0.9
21/02/2024,01/02/2024,Gas Products,My request for an engineer to vist was handled promptly and in a professional manner.,LABEL_0,0.937,en,True,False,0.9
21/02/2024,01/02/2024,Unknown,Everything went smoothly.  Service person was good. ,LABEL_0,0.938,en,True,False,0.9
21/02/2024,01/02/2024,Plumbing & Drains,Plumber knew exactly what the problem was & was fixed in an hour,LABEL_0,0.937,en,True,False,0.9
21/02/2024,01/02/2024,Gas Products,Knowing the Engineer didn't rush ,LABEL_0,0.937,en,True,False,0.9
21/02/2024,01/02/2024,Unknown,"Very professional and friendly, polite and courteous. Respected the property by abiding by cleanliness. Kept up to date with all the appointment and with the works carried out. ",LABEL_0,0.929,en,True,False,0.9
21/02/2024,01/02/2024,Unknown,Excellent service,LABEL_0,0.837,ca,False,False,0.45
21/02/2024,01/02/2024,Unknown,Very  good  job,LABEL_0,0.937,sl,False,False,0.45
22/02/2024,01/02/2024,Gas Products,"Engineer, wss very polite  friendly and efficient. very informative explaining the service of my boiler etc. ",LABEL_0,0.934,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,"DO NOT GO FOR CORGI AT ALL COSTBoiler started leaking. Engineer not experienced enough to fix my boiler, if they cannot fix the problem, the company will inform you to get your own private boiler engineer. Their moto of “Simple plans to keep your mind at ease” will not keep you at ease as they will accuse you of “opening up the boiler and find a single bolt fault”.We have had boiler service done by corgi. Now when I wanted to claim, they said they found some fault in one bolt which consequently meant they could not repair the boiler. My big question is why did they not raise this in the service?why were they taking our hard earned money every month? Have we been frauded in to paying monthly? Is this how this company works?My boiler was fixed with one visit from a private engineer which only took 2 hours approx.DOUBLE THINK BEFORE YOU BUY THEIR POLICY. Pay extra and stay with British Gas! At least they go over and beyond to help customers.Update: so far I have sent in my report from the external private engineer. I have not heard anything from the CORGI team. The private report was sent on 08/02/20. No response yet.Date of experience: 14 January 2024Update: still no response 22/02 ",LABEL_0,0.864,en,True,True,1.0
22/02/2024,01/02/2024,Unknown,Very helpful and informing me what he was doing kept everything clean and tidy,LABEL_0,0.938,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,"The engineer arrived on time, was polite and very thorough and efficient.",LABEL_0,0.937,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,"Reassuring response to phone call, not much waiting time either.  Engineer who visited also reassuring and appeared eficient",LABEL_0,0.926,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,"Easy to book appointment for service. Contacted by engineer before arrival, a very pleasant competent engineer.  ",LABEL_0,0.91,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,a very polite and kind young man he can come and do a service every time,LABEL_0,0.936,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,good prompt service. happy with work.,LABEL_0,0.936,en,True,False,0.9
22/02/2024,01/02/2024,Unknown,The fitter was very good and did a good job,LABEL_0,0.938,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,Annual service carried out by friendly and helpful engineer.,LABEL_0,0.927,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,"Prompt, Professional, and friendly. He was very reassuring when we spoke to him regarding the boiler condition.",LABEL_0,0.938,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,"Engineer arrived to service and put new seal in boiler. Very friendly guy, did a great job, checked everything to make sure it worked OK throughout the system. Glad I use the corgi plan, gives you peice of mind knowing it is all covered.",LABEL_0,0.937,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,"I always decline automatic renewal for services. I received an email about my boiler cover coming up for renewal. The email stated that unless I called up and renewed the service it would terminate. As I wanted to go to a cheaper provider [UW], I did nothing and started a new boiler cover with the other company. I then saw that corgi charged me anyway. When I called up, the Customer Service guy accepted that they made a mistake and apparently they sent out a follow up email that my service will renew automatically. This email I have never read as I was comfortable in the knowledge that my service was going to terminate at the end of its term. They not only issued no refund for their mistake, but they also charged me a termination fee. Their mistake cost me close to £80. I expected better problem resolution from a company that rates so highly on TrustPilot. I've been a customer over a decade and have recommended them in the past. After this incident, I will no longer recommend them. What a pity.",LABEL_0,0.922,en,True,True,1.0
22/02/2024,01/02/2024,Gas Products,"Had a few callouts, always quick to respond with decent engineers. Brad recently was particularly pro-active.",LABEL_0,0.934,en,True,False,0.9
22/02/2024,01/02/2024,Unknown,I requested a review on the price I pay for my corgi plan.The person on the phone answered my questions and also gave me other options ,LABEL_0,0.934,en,True,False,0.9
22/02/2024,01/02/2024,Plumbing & Drains,The call handler was very efficient and our repair was sorted within 24 hours,LABEL_0,0.933,en,True,False,0.9
22/02/2024,01/02/2024,Unknown,Well done thank you,LABEL_0,0.937,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,Came out quickly and sorted the problem.,LABEL_0,0.938,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,Quick response to problem and engineer came the same day.,LABEL_0,0.938,en,True,False,0.9
22/02/2024,01/02/2024,Unknown,Excellent service,LABEL_0,0.837,ca,False,False,0.45
22/02/2024,01/02/2024,Plumbing & Drains,Fine reported problem and your guy came same day . ,LABEL_0,0.938,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,Engineer who serviced the boiler explained what he would be doing including cleaning flushing the filter ,LABEL_0,0.934,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,Appointment arranged without problem and engineer arrived on time and completed inspection quickly and professionally,LABEL_0,0.924,en,True,False,0.9
22/02/2024,01/02/2024,Unknown,Excellent engineer ,LABEL_0,0.916,nl,False,False,0.45
22/02/2024,01/02/2024,Unknown,My query was sorted quick and professional ,LABEL_0,0.938,en,True,False,0.9
22/02/2024,01/02/2024,Gas Products,Polite and very efficient engineer ,LABEL_0,0.935,en,True,False,0.9
23/02/2024,01/02/2024,Gas Products,Our issue was dealt with efficiently and in a timely fashion,LABEL_0,0.932,en,True,False,0.9
23/02/2024,01/02/2024,Home Electrical,The problem was investigated thoroughly and explained to me,LABEL_0,0.936,en,True,False,0.9
23/02/2024,01/02/2024,Unknown,Fast a efficient ,LABEL_0,0.934,fr,False,False,0.45
23/02/2024,01/02/2024,Unknown,"Good experience as usual with Andrew. Friendly chap, good worker.",LABEL_0,0.937,en,True,True,1.0
23/02/2024,01/02/2024,Unknown,The excellent engineer ,LABEL_0,0.931,en,True,False,0.9
23/02/2024,01/02/2024,Gas Products,First class professional service from a company with a knack of using highly qualified and experienced engineers ,LABEL_0,0.547,en,True,False,0.9
23/02/2024,01/02/2024,Gas Products,Lee was really efficient at finding the leaking part also serviced the boiler,LABEL_0,0.935,en,True,False,0.9
23/02/2024,01/02/2024,Unknown,The gentleman came in done what he had to do he was very polite ,LABEL_0,0.937,en,True,False,0.9
23/02/2024,01/02/2024,Unknown,Good communications from service centre and dite engineer,LABEL_0,0.902,en,True,False,0.9
23/02/2024,01/02/2024,Unknown,On time and relaible,LABEL_0,0.937,en,True,False,0.9
23/02/2024,01/02/2024,Gas Products,Very good response time. Polite and efficient staff. Knowledgeable engineer who sorted the problem as fast as possible. This is the first time we have had to claim and found it a very positive experience. Thank you.,LABEL_0,0.935,en,True,True,1.0
23/02/2024,01/02/2024,Unknown,Excellent service 💯,LABEL_0,0.871,fr,False,False,0.45
23/02/2024,01/02/2024,Gas Products,"Efficient boiler service, on time we'll executed. ",LABEL_0,0.932,en,True,False,0.9
23/02/2024,01/02/2024,Gas Products,"Excellent response, engineer from Worcester Bosch was very professional and a nice person. Fault was fixed in a reasonable time frame and I will not hesitate to recommend Corgi to others, in fact I did this two days ago to someone who had received poor service from another well known provider.",LABEL_0,0.908,en,True,False,0.9
23/02/2024,01/02/2024,Home Electrical,The problem was quickly assessed and the turn around time to rectify fault was very good and efficient.,LABEL_0,0.935,en,True,False,0.9
23/02/2024,01/02/2024,Gas Products,The engineer was very thorough and skilled . Call staff v helpful as call was delayed due to job over run ,LABEL_0,0.927,en,True,True,1.0
23/02/2024,01/02/2024,Gas Products,Answered my call quickly and arranged an engineer visit for the following morning.  Engineer arrived and resolved the problem quickly.  Got a call later in the day to check I was happy with everything. Couldn’t have asked for more.  ,LABEL_0,0.933,en,True,False,0.9
24/02/2024,01/02/2024,Gas Products,Prompt visit of engineer and problem efficiently sorted,LABEL_0,0.921,en,True,False,0.9
24/02/2024,01/02/2024,Gas Products,The engineer was professional and helpful throughout the visit ,LABEL_0,0.935,en,True,False,0.9
24/02/2024,01/02/2024,Unknown,The engineer was friendly polite and efficient ,LABEL_0,0.936,en,True,False,0.9
24/02/2024,01/02/2024,Gas Products,"The resulting repair was good, but the wait between the 2 visits was too long.",LABEL_0,0.937,en,True,False,0.9
24/02/2024,01/02/2024,Home Electrical,"Man arrived on-time worked efficiently, and gave us some sound advice on additional maintenance issues!",LABEL_0,0.907,en,True,False,0.9
24/02/2024,01/02/2024,Unknown,Excellent speedy service ,LABEL_0,0.782,en,True,False,0.9
24/02/2024,01/02/2024,Gas Products,Had an appointment and waited in but no show we were not contacted so rang up and spoke to a delightful young woman who rebooked for us when the engineer turned up he was excellent thorough and cheerful ,LABEL_0,0.923,en,True,False,0.9
24/02/2024,01/02/2024,Gas Products,Another great experience with a helpful engineer.,LABEL_0,0.937,en,True,False,0.9
24/02/2024,01/02/2024,Gas Products,"Absolutely terrible. An old radiator fell down, after wear and tear, a towel rad. It fell and damaged the pipe work, causing a leak. I called Corgiplan and was told the earliest an engineer could come was 24 hours from then. In the meantime, they did not advise how to stop the water flooding my bathroom, so I took it upon myself to google it, and it said cut the water, switch the boiler off. So we had no hot water or heating for 24 hours; I told them this, they said they were 'busy'. No advice whatsoever. I even told them I have a vulnerable person in the house, which they didn't really care about. 24 hours later, an engineer turned up, didn't touch anything, said he couldn't do it, as the radiator fell, and it was 'installer error'. I explained that the radiator,  bathroom, and extension was over 20 years old, and do they not allow for wear and tear. They said they do, but they said the engineer said it was installer error, which they do not cover. He then left, leaving us with no hot water or heating, for another 24 hours with a vulnerable person. Support staff on the phone called me to explain that they do not cover installer error, I argued that this is a 20 year old bathroom so how could it be installer error after 20 years! He finally listened and agreed to send another engineer. The engineer came (more than 2.5 days without hot water or heating, with a vulnerable person in the house). He said, oh that's fine, and proceeded to repair the problem within a couple of hours! WHAT A DISGRACE ON CORGI HOME PLANS PART TO HAVE NO EMPATHY AND IN FACT, ACCUSE THE CUSTOMER TO TRY AND GET OUT OF REPAIRING A GENIUNE ISSUE. YOU SHOULD BE ASHAMED OF YOURSELVES IN THE WAY YOU HAVE CONDUCTED YOUR BUSINESS WITH REGARDS TO THIS CASE, AND YOU SHOULD ALSO REPRIMAND THE FIRST ENGINEER WHO DID NOTHING AND WAS HAPPY TO LEAVE A HOUSE, WITH A VUNERABLE PERSON WITHOUT HOTWATER OR HEATING FOR 2.5 DAYS. ",LABEL_0,0.927,en,True,True,1.0
24/02/2024,01/02/2024,Gas Products,"The service person came on time, was efficient and friendly",LABEL_0,0.934,en,True,False,0.9
24/02/2024,01/02/2024,Unknown,Lovely engineer polite and friendly ,LABEL_0,0.935,en,True,False,0.9
24/02/2024,01/02/2024,Unknown,Worth the cost.,LABEL_0,0.937,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,The engineer arrived checked the boiler out and found the problem immediately ,LABEL_0,0.935,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,"Great service, polite engineer what more do want ",LABEL_0,0.936,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,"During a recent boiler service the engineer advised that a replacement seal should be installed and that he would advise Corgi of the requirement. This he did and the next day Corgi contacted me to confirm a date for installation. The engineer telephoned on the appointed day to confirm a time and duly arrived at the prearranged time, completing the job in a clean tidy and workmanlike manner. All in all, a very efficient operation by both Corgi and the contractor.",LABEL_0,0.87,en,True,False,0.9
25/02/2024,01/02/2024,Unknown,Follow up calls to check on work,LABEL_0,0.933,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,Sorted our problem ,LABEL_0,0.937,en,True,False,0.9
25/02/2024,01/02/2024,Unknown,Great service,LABEL_0,0.898,en,True,False,0.9
25/02/2024,01/02/2024,Unknown,"Engineer was knowledgeable,polite and courteous.",LABEL_0,0.937,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,I have a policy which states specifically that my boiler would be serviced by the end of October 2023. It didn’t happen. Rang them in November and was told an engineer would ring me within a week. It didn’t happen. 6 weeks later I rang them again. This time I did speak to an engineer and arranged an appointment for 21/2. He didn’t turn up. At the same time I  lodged a complaint  and was told that someone would contact me within 10 days. No one did. So basically it seems like they have someone on the end of the phone just making things up and I have been paying £39 a month for absolutely no service at all! ,LABEL_0,0.927,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,Very pleasant prompt service engineer carried out service quickly and tidily ,LABEL_0,0.878,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,"When I rang because my boiler had stopped working, I spoke to a really helpful man, who talked through different things I could try.  None of these worked and there was water leaking from the boiler afterwards.  He got me an emergency engineer for the next day.  The engineer fixed the problem and explained why it had happened. He was very kind and helpful",LABEL_0,0.934,en,True,True,1.0
25/02/2024,01/02/2024,Gas Products,Engineer came within time slot and rang just before to let me know. The engineer that came was polite and pleasant.,LABEL_0,0.938,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,Good engineer who phoned before the visit to determine the problem so he brought the correct spare part with him,LABEL_0,0.936,en,True,False,0.9
25/02/2024,01/02/2024,Unknown,"Very good service, problem quickly resolved - profesional staff",LABEL_0,0.919,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,Efficient prompt service ,LABEL_0,0.726,fr,False,False,0.45
25/02/2024,01/02/2024,Gas Products,I. Had a problem with a leak on my boiler.lt has never been resolved and we got realy dissapointed with the service.The whole experience was. Absolutely abysmal. My renewal is coming up very shortly and we have NO confidence in this service.,LABEL_0,0.936,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,"Polite, knowledgeable engineer",LABEL_0,0.936,en,True,False,0.9
25/02/2024,01/02/2024,Gas Products,"The engineer was prompt, helpful and knowledgeable ",LABEL_0,0.936,en,True,False,0.9
25/02/2024,01/02/2024,Plumbing & Drains,Prompt response with the plumber arriving the same day. Repair carried out efficiently. ,LABEL_0,0.928,en,True,False,0.9
25/02/2024,01/02/2024,Unknown,Happy customer. Your engineer is a top bloke.,LABEL_0,0.938,en,True,False,0.9
26/02/2024,01/02/2024,Gas Products,"An excellent, thorough plumber serviced my boiler. He identified a fault and fixed the boiler the same day",LABEL_0,0.936,en,True,False,0.9
26/02/2024,01/02/2024,Plumbing & Drains,"I have been without adequate waste water drainage from kitchen on and off since December 2022 - Corig's record keeping can't identify what works they have carried out to my property to locate the source of the issue. I have had around 17 visits since this time. Wrong trades allocated to job, wrong tradesmen turn up - don't know what they are there for etc. Have raised formal complaint but living with issues in the meantime and still not resolved. Latest engineer has said this is a Health and Safety issue that Corgi need to address urgently.",LABEL_0,0.903,en,True,True,1.0
26/02/2024,01/02/2024,Gas Products,"Reported fault at about lunch time, we were all sorted by about 6pm. Every 1 involved was helpfull, polite & new what they were doing",LABEL_0,0.926,en,True,False,0.9
26/02/2024,01/02/2024,Gas Products,Great engineer who took time to tell me what he was doing and very tidy.,LABEL_0,0.938,en,True,False,0.9
26/02/2024,01/02/2024,Gas Products,Everyone should note that the £60 excess on claims is not an excess it's a call out charge which Corgi take in advance before establishing whether a repair is possible( unlike British Gas who only deduct it from repair costs if incurred).,LABEL_0,0.74,en,True,False,0.9
26/02/2024,01/02/2024,Unknown,"Very friendly, professional service.",LABEL_0,0.931,en,True,False,0.9
26/02/2024,01/02/2024,Gas Products,Response was very quick and the engineer was very polite and helpful,LABEL_0,0.936,en,True,False,0.9
26/02/2024,01/02/2024,Unknown,Very good service,LABEL_0,0.924,en,True,False,0.9
26/02/2024,01/02/2024,Unknown,On time and very professional and also .,LABEL_0,0.938,en,True,False,0.9
26/02/2024,01/02/2024,Gas Products,"Prompt,cheerful serviceProblem resolved. ",LABEL_0,0.925,en,True,False,0.9
26/02/2024,01/02/2024,Unknown,Good communication ,LABEL_0,0.931,en,True,False,0.9
26/02/2024,01/02/2024,Gas Products,The engineer was friendly and thorough ,LABEL_0,0.936,en,True,False,0.9
26/02/2024,01/02/2024,Gas Products,I’ve already submitted a review on the Corgi visit,LABEL_0,0.934,en,True,False,0.9
26/02/2024,01/02/2024,Unknown,The service provided was very efficient and professionally done by a friendly representative of the Corgi company. ,LABEL_0,0.93,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,"When the Engineer arrived, he was friendly, asked politely what my problem was.  Dougie asked me to show him where my Boiler was kept.Carried out several checks on my boiler and made some adjustment and recommended some changes to the set-up",LABEL_0,0.932,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,"Quick response excellent communication ,caring and polite and engineer arrived within time said.",LABEL_0,0.935,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,"My fault was dealt with very quickly. The engineer arrived on time and was very polite,friendly and efficient. He diagnosed the problem, obtained the required spare part and fitted it in the same day.. very pleased with the service.",LABEL_0,0.932,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,"Great friendly service and our problem dealt with quickly and effiicently We, are in our late 80s and were dealt with in a caring manner.. ",LABEL_0,0.935,en,True,False,0.9
27/02/2024,01/02/2024,Unknown,Good service - thanks,LABEL_0,0.912,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,Quick decision on way ahead by heating engineer .Replacement working well after some teething problems liked attitude of engineer. Initial contact with your staff was a pleasant eaxperience.Keep up the good workJmc,LABEL_0,0.811,en,True,False,0.9
27/02/2024,01/02/2024,Unknown,We had an excellent experience. All sorted. ,LABEL_0,0.938,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,Very pleased with the annual gas boiler service - Very helpful engineer,LABEL_0,0.884,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,"Alway well I’m formed about what time the engineers are coming , they are always friendly and polite ",LABEL_0,0.936,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,Very positive an immediate response to replace a faulty thermostat and provide heat to a pensioners home. Thank you and many thanks to the engineer who called. ,LABEL_0,0.926,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,Good response very satisfied,LABEL_0,0.934,af,False,False,0.45
27/02/2024,01/02/2024,Gas Products,"The engineer who serviced our boiler did a very thorough job, explaining everything to us and writing a very comprehensive revue, which reassured us that the boiler was in excellent working order. In fact it was the best service we ever experienced. So well done!!",LABEL_0,0.931,en,True,False,0.9
27/02/2024,01/02/2024,Unknown,"Nice young man, very helpful, and tidy",LABEL_0,0.937,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,Satisfactory service on schedule with pleasant engineers,LABEL_0,0.777,en,True,False,0.9
27/02/2024,01/02/2024,Unknown,Very helpful and polite on the phone Good service ,LABEL_0,0.931,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,Arrived at the appointed time was positive and courteous and made adjustments to use less gas,LABEL_0,0.914,en,True,False,0.9
27/02/2024,01/02/2024,Unknown,Efficient a great experience ,LABEL_0,0.932,ro,False,False,0.45
27/02/2024,01/02/2024,Gas Products,"From the first call to Corgi, to the repair of my leaking boiler, the service has been fab and, to date, always has been.",LABEL_0,0.933,en,True,False,0.9
27/02/2024,01/02/2024,Gas Products,The appointment was made as promised and the engineer turned up as planned.,LABEL_0,0.935,en,True,True,1.0
