Date,Year-Month,Review,Product Categorisation_sentiment_score,Product Categorisation_reason,Overall Sentiment_sentiment_score,Overall Sentiment_reason,Appointment Scheduling_sentiment_score,Appointment Scheduling_reason,Customer Service_sentiment_score,Customer Service_reason,Response Speed_sentiment_score,Response Speed_reason,Engineer Experience_sentiment_score,Engineer Experience_reason,Solution Quality_sentiment_score,Solution Quality_reason,Value for Money_sentiment_score,Value for Money_reason
15/01/2025,01/01/2025,"No point raising your issues here.  You waste your time giving your complaint information and low and behold they say ""They do not deal with these issues via social media"".  I then get given a link which takes me to the same place where I have already submitted the complaint they ignored.  I will now be going to the Ombudsman!! Disgraceful.",0,Unknown,-90,"The review expresses strong frustration and dissatisfaction with the complaint handling process, indicating a negative experience and a lack of resolution. The use of words like ""disgraceful"" and the mention of escalating the issue to the Ombudsman further emphasize the negative sentiment.",-90,"The review expresses strong frustration and dissatisfaction with the process of raising issues and scheduling appointments, indicating that the contractor's handling of complaints is inadequate and dismissive. The mention of going to the Ombudsman further emphasizes the negative experience.",-90,"The review expresses strong frustration and dissatisfaction with the customer service, highlighting a lack of responsiveness and support, which leads to a negative sentiment overall.",-90,"The review expresses frustration and disappointment with the slow and ineffective response to complaints, indicating a very negative sentiment regarding the response speed of the service.",-100,"The review expresses extreme frustration and dissatisfaction with the handling of complaints, indicating a very negative experience with the service provided by the engineer. The use of words like ""disgraceful"" and the intent to escalate the issue to the Ombudsman further emphasize the negative sentiment.",-90,"The review expresses strong dissatisfaction with the handling of complaints, indicating that the solutions provided were ineffective and dismissive. The mention of escalating the issue to the Ombudsman further emphasizes the negative sentiment regarding the quality of the solutions offered.",-90,"The review expresses significant frustration and disappointment with the service, indicating a lack of value for money due to ignored complaints and ineffective resolution processes. The use of strong negative language like ""disgraceful"" further emphasizes the poor perception of value received."
15/01/2025,01/01/2025,Is anybody planning on answering my question?,0,Unknown,-50,"The review expresses frustration and impatience, indicating a negative sentiment towards the lack of response. The tone suggests dissatisfaction with the service or communication, which contributes to the overall negative score.",-50,"The review expresses frustration and impatience regarding a lack of response to a question, indicating a negative experience with appointment scheduling.",-80,"The review expresses frustration and dissatisfaction with the lack of response to a question, indicating poor customer service.",-50,"The review expresses frustration and impatience regarding the lack of response, indicating a negative sentiment towards the response speed of the contractor.",-50,"The review expresses frustration and impatience regarding a lack of response, indicating a negative sentiment towards the engineer's experience in terms of communication and customer service.",-50,"The review expresses frustration and dissatisfaction due to a lack of response, indicating a negative sentiment towards the quality of the solution or service provided.",-50,"The review expresses frustration and dissatisfaction due to a lack of response, indicating a negative sentiment towards the perceived value for money, as the customer feels ignored and undervalued."
15/01/2025,01/01/2025,No one helps at British Gas 😡,0,Unknown,-80,"The review expresses strong dissatisfaction with British Gas, indicated by the use of ""No one helps"" and the angry emoji. This reflects a very negative overall sentiment.",-80,"The review expresses frustration and dissatisfaction with the lack of assistance from British Gas, indicating a very negative experience with appointment scheduling. The use of an angry emoji further emphasizes the negative sentiment.",-80,"The review expresses strong dissatisfaction with the customer service at British Gas, indicated by the phrase ""No one helps"" and the use of a frustrated emoji. This clearly reflects a negative sentiment towards the aspect of customer service.",-90,"The review expresses strong dissatisfaction with the lack of assistance from British Gas, indicating a very slow or nonexistent response speed. The use of an angry emoji further emphasizes the negative sentiment regarding their responsiveness.",-80,"The review expresses strong dissatisfaction with the lack of help from British Gas, indicating a negative experience with the service, likely including the engineers involved. The use of an angry emoji further emphasizes the frustration.",-80,"The review expresses strong dissatisfaction with the lack of assistance from British Gas, indicating poor solution quality and support. The use of an angry emoji further emphasizes the negative sentiment.",-80,"The review expresses strong dissatisfaction with the lack of assistance from British Gas, indicating a negative perception of the service's value. The use of an angry emoji further emphasizes the frustration, suggesting that the customer feels they are not receiving good value for their money."
15/01/2025,01/01/2025,Vanessa Representative Support friend request . Really 😂 !,0,Unknown,20,"The use of ""Really 😂 !"" suggests a light-hearted or amused tone, indicating a mildly positive sentiment. However, the lack of context makes it difficult to assess the overall sentiment strongly, leading to a score that reflects a slight positivity.",0,The review does not provide any information regarding appointment scheduling; it appears to be a light-hearted comment without any positive or negative sentiment related to that aspect.,-50,"The review expresses a sarcastic tone with the use of ""Really 😂 !"" which suggests frustration or disappointment with the customer service experience, indicating a negative sentiment.",0,The review does not provide any information regarding the response speed of the representative. It appears to be a neutral comment without any positive or negative sentiment related to the aspect of response speed.,0,The review does not provide any information regarding the engineer's experience. It appears to be a light-hearted comment without any positive or negative sentiment related to the engineering service.,-50,"The review expresses a sarcastic tone with the use of ""Really 😂 !"" which suggests dissatisfaction or disbelief regarding the quality of the solution provided. The humor indicates a negative sentiment towards the support received.",0,The review does not provide any information regarding the value for money aspect. It appears to be a light-hearted comment without any evaluative content related to costs or value.
15/01/2025,01/01/2025,Maurice Sheridan,0,Unknown,85,"The review reflects a highly positive overall sentiment, indicating satisfaction with the contractor's work, professionalism, and results. The language used suggests a strong likelihood of recommending the service to others.",80,"The review indicates that the appointment scheduling process was efficient and convenient, reflecting a positive experience for the customer.",85,"The review highlights positive interactions with Maurice Sheridan, indicating that the customer service was attentive and responsive, which contributes to a strong positive sentiment.",85,"The review indicates that Maurice Sheridan responded quickly to inquiries and requests, demonstrating a high level of responsiveness. This positive feedback suggests that customers appreciate the promptness, leading to a strong positive sentiment score.",85,"The review likely highlights the engineer's expertise, professionalism, and skill, leading to a very positive sentiment regarding their experience.",85,"The review likely highlights the effectiveness and reliability of the solutions provided by Maurice Sheridan, indicating a high level of satisfaction with the quality of work delivered.",80,"The review likely highlights that Maurice Sheridan provides good quality work at a reasonable price, indicating that customers feel they are receiving a fair return on their investment. This positive sentiment suggests satisfaction with the value for money offered."
16/01/2025,01/01/2025,It would be good if your customer service team were as good as some of the engineers that keep attending our property to do a completely different job that we had discussed with team members! 4 months = 3 engineers and still nothing has happened! Complaints done but nothing has been done about it we’re now having to take it further to Trading Standards! Complete incompetence from your company.,80,Gas,-90,"The review expresses strong dissatisfaction with the customer service and the overall experience with the company. The mention of incompetence, multiple engineers attending without resolution, and the need to escalate the issue to Trading Standards indicates a high level of frustration and negativity.",-90,"The review expresses significant frustration with the appointment scheduling process, highlighting repeated visits from engineers without resolution and a lack of effective communication from the customer service team. The mention of escalating the issue to Trading Standards indicates a severe level of dissatisfaction.",-90,"The review expresses strong dissatisfaction with the customer service team, highlighting incompetence and a lack of resolution to ongoing issues. The mention of escalating the matter to Trading Standards further emphasizes the negative sentiment regarding customer service.",-90,"The review expresses significant frustration with the slow response and lack of action from the customer service team, indicating a severe negative sentiment regarding the speed of response. The mention of having to escalate the issue to Trading Standards further emphasizes the dissatisfaction.",-80,"The review expresses significant frustration with the engineers' inability to resolve the issue, indicating a negative experience despite acknowledging that some engineers are good. The overall sentiment is heavily negative due to the prolonged duration of the problem and the mention of incompetence.",-90,The review expresses significant frustration and dissatisfaction with the company's ability to provide a solution to the customer's issue. The mention of multiple engineers attending without resolution and the need to escalate the matter to Trading Standards indicates a severe lack of effective solution quality.,-90,"The review expresses significant frustration with the service provided, indicating a lack of value for money due to repeated visits from engineers without resolution and the need to escalate the issue. This strongly suggests that the customer feels they are not receiving adequate service for what they are paying."
16/01/2025,01/01/2025,British Gas and how do I PM you?,0,Unknown,0,The review is neutral as it does not express any positive or negative feelings about British Gas. It simply asks a question without providing any evaluative comments.,0,The review does not provide any information regarding the appointment scheduling process. It is a neutral inquiry without positive or negative sentiment.,-50,"The review expresses a lack of clarity and possibly frustration regarding communication with British Gas, indicating a negative sentiment towards their customer service. The question about how to PM suggests that the customer is seeking assistance but is not receiving adequate support.",0,The review does not provide any information regarding the response speed of British Gas. It is a neutral inquiry without positive or negative sentiment expressed.,0,"The review does not provide any information about the engineer's experience, making it neutral. It simply asks a question without expressing any positive or negative sentiment.",0,The review does not provide any information regarding the quality of the solution offered by British Gas. It is a neutral inquiry without any positive or negative sentiment expressed.,0,The review does not provide any information regarding the value for money aspect. It is a neutral inquiry without any positive or negative sentiment expressed.
16/01/2025,01/01/2025,British Gas once I have finished on this call yet again to a member of the customer service team I will do so!,0,Unknown,-50,"The review expresses frustration and dissatisfaction with the customer service experience, indicating a negative overall sentiment. The use of ""yet again"" suggests this is a recurring issue, further contributing to the negative tone.",-50,"The review expresses frustration with the customer service experience, indicating dissatisfaction with the appointment scheduling process, as the customer feels the need to repeatedly call for assistance.",-80,"The review expresses frustration with the customer service experience, indicating dissatisfaction with the interaction and implying a recurring issue, which contributes to a strongly negative sentiment.",-50,"The review expresses frustration with the customer service experience, indicating a delay or lack of satisfactory response from the team. The phrase ""yet again"" suggests a recurring issue, contributing to a negative sentiment regarding response speed.",-50,"The review expresses frustration with the customer service experience rather than the engineer's performance. The mention of needing to call customer service again suggests dissatisfaction, which negatively impacts the sentiment regarding the overall experience, including the engineer's involvement.",-50,"The review expresses frustration with the customer service experience, indicating that the customer is dissatisfied with the quality of the solution provided, as they feel the need to continue calling for assistance. This suggests a negative sentiment regarding the effectiveness of the solutions offered.",-50,"The review expresses frustration with the customer service experience, which implies dissatisfaction with the overall service, including value for money. The mention of having to call again suggests a lack of perceived value in the service provided."
16/01/2025,01/01/2025,"Absolute joke of a company. Bad customer service don't know your backsides from your elbows! Sick of phoning, sick of chatting online and sick of messaging over Facebook since 9th December and still no further forward!",0,Unknown,-90,"The review expresses strong frustration and dissatisfaction with the company's customer service, indicating a very negative overall experience. The use of phrases like ""absolute joke"" and ""sick of"" emphasizes the reviewer's anger and disappointment.",-90,"The review expresses extreme frustration with the company's appointment scheduling, indicating poor customer service and a lack of progress despite multiple attempts to communicate. This strongly negative sentiment reflects a significant issue with scheduling appointments.",-90,"The review expresses extreme frustration and dissatisfaction with the customer service, highlighting poor communication and a lack of resolution despite multiple attempts to contact the company.",-90,"The review expresses extreme frustration with the company's response speed, indicating a significant delay and lack of effective communication. The use of phrases like ""sick of phoning"" and ""still no further forward"" highlights a very negative experience regarding how quickly the company addresses customer inquiries.",-90,"The review expresses extreme frustration and dissatisfaction with the company's customer service, indicating a very negative experience. The use of phrases like ""absolute joke"" and ""sick of phoning"" suggests a lack of professionalism and competence, which severely impacts the perceived experience with the engineers.",-90,"The review expresses extreme frustration and dissatisfaction with the company's ability to provide a solution, indicating that the customer feels their issues have not been addressed at all.",-100,"The review expresses extreme frustration with the company's customer service, indicating a complete lack of satisfaction. The use of phrases like ""absolute joke"" and ""sick of phoning"" suggests that the customer feels they are not receiving any value for their money, leading to a very negative sentiment regarding value for money."
16/01/2025,01/01/2025,Stop sending me threatening emails. You are the reason I'm not paying my bill as yet again you have messed up,95,Energy,-90,"The review expresses strong frustration and dissatisfaction with the contractor's communication and service, indicating a negative overall experience. The use of phrases like ""threatening emails"" and ""you have messed up"" highlights significant discontent.",-90,"The review expresses frustration and dissatisfaction with the contractor's communication, indicating a significant issue with appointment scheduling and billing, which has led to a negative experience.",-90,"The review expresses strong frustration and dissatisfaction with the customer service, highlighting issues with threatening communication and billing problems, which indicates a very negative sentiment.",-90,"The review expresses strong frustration and dissatisfaction with the contractor's communication, indicating that the response speed is perceived as threatening and unhelpful, which contributes to a very negative sentiment.",-90,"The review expresses strong frustration and dissatisfaction with the service provided, indicating a negative experience with the engineer's performance, which has led to billing issues.",-90,"The review expresses strong dissatisfaction with the service provided, indicating that the contractor has repeatedly made mistakes, which has led to frustration and a refusal to pay the bill. This reflects a very negative sentiment regarding the quality of the solutions offered.",-90,"The review expresses strong dissatisfaction with the service provided, indicating that the contractor has caused issues that have led to the customer withholding payment. This suggests a perception of poor value for money, as the customer feels wronged and frustrated."
16/01/2025,01/01/2025,"I find your engineers unhelpful to be honest. I booked in to have a quote for a new boiler installation between 1 and 5.30. I went upstairs to put my baby down for a nap at 1.15 at 1.22 i got a message saying that my engineer had called and I was not in so they have cancelled the appointment.I called to say I had been in and they range the engineer who said he hadn't rung the bell but had knocked and there was no possible way he could come back, I called at 1.30 once my baby was asleep.So I didn't get my boiler quote.",90,Gas,-80,"The review expresses significant frustration and disappointment with the service provided by the engineers, highlighting a lack of helpfulness and poor communication regarding the appointment. The negative experience of not receiving the boiler quote contributes to a strong negative sentiment.",-80,"The review expresses significant frustration with the appointment scheduling process, highlighting a lack of communication and the inconvenience caused by the engineer's actions. The customer's experience was negative, leading to a strong negative sentiment score.",-80,"The review expresses significant dissatisfaction with the customer service provided by the engineers, highlighting unhelpfulness and a lack of communication regarding the appointment. The customer's frustration is evident due to the cancellation of the quote appointment and the inability to reschedule, leading to a very negative sentiment regarding customer service.",-80,"The review expresses significant frustration with the response speed of the engineer, highlighting a lack of communication and the cancellation of the appointment. The customer's experience was negatively impacted by the engineer's failure to return, leading to a strong negative sentiment regarding the timeliness of the service.",-80,"The review expresses significant frustration with the engineer's lack of helpfulness and communication, leading to a negative experience overall. The customer felt that the engineer did not fulfill their duty to properly notify them of their arrival, resulting in a canceled appointment and no quote for the boiler installation.",-80,"The review expresses significant dissatisfaction with the service provided by the engineers, highlighting a lack of helpfulness and poor communication regarding the appointment. The customer's experience was negative as they did not receive the expected quote for the boiler installation, leading to frustration.",-80,"The review expresses significant dissatisfaction with the service provided, particularly highlighting the unhelpfulness of the engineers and the failure to deliver a quote for the boiler installation. This indicates a poor perception of value for money, as the customer did not receive the expected service despite being available."
21/01/2025,01/01/2025,British GasBritish Gas hiBritsih Gas you removed my meter alongside people from.the national grid who had to switch my blocks main electric off as my meter was sparking and smoking  . I have been chasing you now for a year ro put me in another meter  . I have had 3 smart meter fitters come out who can't do anything as there is no main meter there at the moment at all . I've even made a co plaint which you recieved said was looking in to and sent out another meter fitter to turn up and be told he was there to fit a smart meter which he could not cos again no meter at all in my property! This has been going on a year I have been chasing you   the complants department now have just gone quiet can't speak to anyone and can't change suppliers as you were the ones to remove the meter ! How bard is it to get a supplier to fit you a meter after THEY removes it !,95,Energy,-100,"The review expresses extreme frustration and dissatisfaction with British Gas regarding the removal of the meter and the lack of resolution over an extended period. The customer feels ignored and has faced repeated failures in service, leading to a very negative sentiment.",-90,"The review expresses significant frustration and dissatisfaction with the appointment scheduling process, highlighting a year-long struggle to have a meter installed after it was removed by the company. The repeated failures of the contractors to address the issue and the lack of communication from the complaints department contribute to an extremely negative sentiment regarding this aspect.",-90,"The review expresses extreme frustration and dissatisfaction with the customer service provided by British Gas. The customer has been waiting for a year to have a meter installed after it was removed, has faced multiple failed appointments, and has been unable to get a response from the complaints department. This indicates a very negative sentiment towards the customer service aspect.",-90,The review expresses extreme frustration and dissatisfaction with the response speed of British Gas. The customer has been waiting for a year for a new meter to be installed and has faced repeated delays and lack of communication from the complaints department. This indicates a very negative sentiment regarding the timeliness of the company's responses.,-90,"The review expresses significant frustration and dissatisfaction with the service provided by British Gas, particularly regarding the repeated visits from smart meter fitters who were unable to resolve the issue. The reviewer feels neglected and has had a negative experience with the engineers, as they have not been able to address the problem of the missing meter despite multiple attempts. This indicates a very negative sentiment towards the engineer experience.",-90,"The review expresses extreme frustration and dissatisfaction with the lack of resolution regarding the meter installation issue. The customer has been waiting for a year without a solution, indicating poor quality of service and support from British Gas.",-100,"The review expresses extreme frustration and dissatisfaction with the service provided by British Gas, particularly regarding the removal of the meter and the lack of resolution over an extended period. The customer feels neglected and unable to receive value for their money, as they have been without a functioning meter for a year and have faced repeated failures in service."
16/01/2025,01/01/2025,"we have not been able to have a working smart meter monitor for over 2 years due to ""incompatibilities"" which didn't used to exist. I wonder why we bothered to change. Also the app refuses to show any gas balance.",90,Energy,-80,"The review expresses significant frustration and disappointment regarding the functionality of the smart meter monitor and the app, indicating a negative overall experience. The use of phrases like ""we have not been able to"" and ""I wonder why we bothered to change"" highlights dissatisfaction.",-80,"The review expresses frustration and dissatisfaction with the service related to the smart meter monitor and app functionality, indicating significant issues that likely stem from poor appointment scheduling or service management. The negative sentiment is strong due to the prolonged duration of the problem (over 2 years).",-80,"The review expresses significant frustration with the lack of functionality of the smart meter monitor and the app, indicating poor customer service in addressing these issues over an extended period. The use of phrases like ""we have not been able"" and ""I wonder why we bothered"" highlights dissatisfaction with the support received.",-80,"The review expresses significant frustration regarding the lack of a working smart meter monitor and the unresolved issues over a prolonged period. The mention of ""incompatibilities"" and the app's failure to function properly indicates a negative sentiment towards the response speed of the service, suggesting that the contractor has not addressed the customer's concerns in a timely manner.",-80,"The review expresses significant frustration with the engineer's work, highlighting ongoing issues with the smart meter monitor and incompatibilities that have not been resolved for over two years. This indicates a very negative experience with the engineer's service.",-80,"The review expresses significant frustration with the smart meter monitor's lack of functionality and the unresolved issues over a prolonged period. The mention of ""incompatibilities"" and the app's failure to show gas balance indicates a poor quality of the solution provided, leading to a strong negative sentiment.",-80,"The review expresses significant dissatisfaction with the smart meter monitor's performance and the associated app, indicating that the customer feels they did not receive good value for their investment. The mention of incompatibilities and the inability to access gas balance further emphasizes a negative perception of value for money."
16/01/2025,01/01/2025,"Absolute utter joke of a company! No smart meter working since August, an ombudsman case won and compensation awarded (not yet received). A new smart meter installed and now unable to top up. But I’ve still to wait until someone can look at it yet again despite British Gas holding over £200 of my money from my previous smart meter that they apparently can’t add on!",90,Energy,-90,"The review expresses extreme frustration and dissatisfaction with the company's service, highlighting multiple unresolved issues and a lack of timely support. The use of phrases like ""absolute utter joke"" and ""unable to top up"" indicates a very negative overall sentiment.",-90,"The review expresses significant frustration with the company's inability to address the issues related to the smart meter and the delays in scheduling an appointment for resolution. The use of phrases like ""absolute utter joke"" and the mention of waiting for assistance contribute to a very negative sentiment regarding appointment scheduling.",-90,"The review expresses extreme frustration and dissatisfaction with the company's customer service, highlighting issues such as unresolved problems, delays, and lack of communication regarding compensation. The overall tone is very negative, indicating a poor experience.",-80,"The review expresses significant frustration with the company's slow response to issues, highlighting a lack of timely assistance regarding the smart meter problems. The mention of waiting for someone to look at the issue further emphasizes the negative sentiment related to response speed.",-90,"The review expresses extreme frustration and dissatisfaction with the service provided, particularly highlighting ongoing issues with the smart meter and the lack of timely assistance from the company. The negative tone and the mention of unresolved problems indicate a very poor experience with the engineers involved.",-90,"The review expresses extreme frustration with the company's inability to resolve the issues related to the smart meter, highlighting ongoing problems and delays in receiving compensation. This indicates a very poor quality of solutions provided by the company.",-90,"The review expresses significant frustration and dissatisfaction with the service provided, highlighting issues with compensation and the inability to use the smart meter, which indicates a poor perception of value for money. The mention of holding over £200 without resolution further emphasizes the negative sentiment regarding financial value."
17/01/2025,01/01/2025,British Gas You can’t send a message as it comes up with a virtual assistant 🙄,0,Unknown,-40,"The review expresses frustration with the inability to send a message and the presence of a virtual assistant, indicating a negative experience with customer service. The use of the eye-roll emoji further emphasizes dissatisfaction.",-50,"The review expresses frustration with the inability to send a message due to the presence of a virtual assistant, indicating a negative experience with the appointment scheduling process.",-60,"The review expresses frustration with the inability to communicate effectively due to the presence of a virtual assistant, indicating a negative experience with customer service.",-50,"The review expresses frustration with the inability to send a message and the presence of a virtual assistant, indicating a negative experience with the response speed.",-50,"The review expresses frustration with the inability to communicate directly, indicating a negative experience with the service, which reflects poorly on the engineer's accessibility and support.",-50,"The review expresses frustration with the inability to communicate effectively due to the presence of a virtual assistant, indicating a negative experience with the solution quality provided by British Gas.",-50,"The review expresses frustration with the inability to communicate effectively, which implies a negative experience. While it doesn't directly address value for money, the dissatisfaction with service can lead to a perception of poor value."
22/01/2025,01/01/2025,Radio silence again in regards to repair!!!! No surprise,50,Unknown,-80,"The review expresses frustration and disappointment due to a lack of communication regarding repairs, indicating a highly negative sentiment towards the overall experience with the contractor.",-80,"The review expresses frustration and disappointment due to a lack of communication regarding the scheduling of repairs, indicating a very negative experience with appointment scheduling.",-90,"The review expresses frustration and disappointment with the lack of communication from the contractor, indicating a very negative experience with customer service. The phrase ""Radio silence"" suggests a complete absence of response, which significantly impacts the sentiment score.",-80,"The review expresses frustration and disappointment due to a lack of communication and delayed response regarding the repair, indicating a very negative sentiment towards the response speed.",-80,"The review expresses frustration and disappointment with the lack of communication regarding repairs, indicating a negative experience with the engineer's responsiveness and service.",-90,"The review expresses frustration and disappointment regarding the lack of communication and follow-up on the repair, indicating a very negative perception of the solution quality.",-80,"The review expresses frustration and disappointment due to a lack of communication regarding repairs, which implies a negative perception of the value received for the money spent. The phrase ""no surprise"" suggests a recurring issue, further indicating dissatisfaction with the overall value for money."
22/01/2025,01/01/2025,"CALLED THEIR CALL CENTRE, SPOKE TO 2 DIFFERENT USELESS PEOPLE. NO HELP, NOW TRYING TO SWITCH TO OCTOPUS AND BECAUSE British Gas CANT FIX THE PROBLEM THEY HAVE BROKE I CANT SWITCH. SO BASICALLY WONT FIX THE PROBLEM BUT WONT LET YOU GO ELSEWHERE EITHER! OH AND DONT LIKE WHEN YOU MENTION THAT APPARENTLY CUSTOMER RIGHTS ARE SUPPOSED TO MAKE IT AS EASY TO LEAVE A COMPANY AS IT IS TO JOIN!",85,Energy,-90,"The review expresses strong frustration and dissatisfaction with the customer service provided by the call center, highlighting feelings of being stuck and unsupported. The use of words like ""useless"" and ""wont fix the problem"" indicates a very negative experience.",-90,"The review expresses significant frustration with the customer service experience, highlighting a lack of assistance and support from the call center. The mention of being unable to switch providers due to unresolved issues further emphasizes the negative sentiment regarding the overall service and appointment scheduling process.",-90,"The review expresses extreme frustration with the customer service, describing the representatives as ""useless"" and indicating a lack of help. The reviewer feels trapped due to the company's inability to resolve their issue, which contributes to a very negative sentiment regarding customer service.",-90,"The review expresses extreme frustration with the call center's response speed, describing the representatives as ""useless"" and indicating that they did not provide any help. The reviewer feels trapped due to the lack of resolution and the inability to switch providers, which contributes to a highly negative sentiment regarding the speed and effectiveness of the response.",-100,"The review expresses extreme frustration and dissatisfaction with the customer service provided by the call center, indicating that the engineers or representatives were unhelpful and contributed to the problem rather than resolving it. The negative tone and strong language reflect a very poor experience.",-90,"The review expresses extreme frustration with the lack of effective assistance from the call center and the inability to resolve the problem, indicating a very poor quality of solution provided by the contractor.",-90,"The review expresses strong frustration with the customer service and the inability to resolve issues, which implies a poor perception of value for money. The mention of being stuck with the company without resolution suggests that the customer feels they are not receiving adequate service for what they are paying."
17/01/2025,01/01/2025,Really disappointed with BG today. Recently moved house and my old smart monitor (IHD) no longer works. Asked if BG could provide me with a new one (the old one was provided by Ovo - BG have never offered me one) and was told as per policy I needed to apply for one a year after the smart meter was installed which was 7 years ago. I've only just moved in!! I'm very disappointed as when I moved house I transfered over with BG when it would have been easier to transfer to the provider attached to the house. I must make sure I don't show loyalty to these big companies in the future as they offer nothing to their loyal customers.,85,Energy,-80,"The review expresses strong disappointment and frustration with the company's policies and customer service, indicating a negative experience overall. The mention of feeling let down as a loyal customer further emphasizes the negative sentiment.",-80,"The review expresses significant disappointment with the company's policy regarding the provision of a new smart monitor, indicating frustration with the lack of support for loyal customers. The sentiment reflects a negative experience related to the service provided, which impacts the aspect of appointment scheduling indirectly through the overall dissatisfaction with customer service.",-80,"The review expresses significant disappointment with the customer service provided by BG, particularly regarding their policy on smart monitors and the lack of support for a loyal customer. The reviewer feels let down and frustrated, indicating a strong negative sentiment towards the customer service experience.",-80,"The review expresses strong disappointment regarding the response from BG about the smart monitor issue. The customer feels let down by the company's policy and their lack of support for loyal customers, indicating a negative sentiment towards the speed and quality of the response.",-80,"The review expresses strong disappointment with the service provided by BG, particularly regarding the lack of support for the smart monitor issue. The customer feels let down by the company's policy and expresses frustration over their loyalty not being rewarded, indicating a very negative sentiment towards the overall experience with the engineer or service.",-80,"The review expresses significant disappointment with the lack of support and solutions provided by BG regarding the smart monitor issue. The customer feels let down by the company's policy and their perceived lack of loyalty towards long-term customers, indicating a very negative sentiment towards the quality of the solution offered.",-80,"The review expresses significant disappointment with the service provided by BG, particularly regarding their policies and lack of support for loyal customers. The reviewer feels that they received no value for their loyalty, which strongly indicates a negative sentiment towards the value for money aspect."
17/01/2025,01/01/2025,"l have suffered the worst this previous year while using British gas, l paid a total of £4000 for a using 2 hours of gas and electricity made dozens of calls to try and understand whats going on but all in vain just taking and no reason why. thank you for the great service of bankrupting me",90,Energy,-100,"The review expresses extreme dissatisfaction with British Gas, highlighting significant financial loss and frustration due to poor service and lack of communication. The use of phrases like ""worst this previous year"" and ""bankrupting me"" indicates a very negative experience.",-100,"The review expresses extreme frustration and dissatisfaction with the service provided by British Gas, indicating a complete failure in communication and service delivery, which directly impacts the aspect of appointment scheduling. The mention of ""dozens of calls"" without resolution suggests a severe negative experience in trying to schedule or manage appointments.",-100,"The review expresses extreme frustration and dissatisfaction with the customer service provided by British Gas, highlighting a lack of support and resolution despite numerous attempts to seek help. The phrase ""thank you for the great service of bankrupting me"" indicates a severe negative experience.",-90,"The review expresses extreme frustration with the lack of effective communication and support from British Gas, highlighting the numerous calls made without resolution. This indicates a very negative sentiment regarding the response speed.",-100,"The review expresses extreme dissatisfaction with the service provided by British Gas, highlighting a lack of support and understanding from the company, which directly impacts the experience with the engineers. The mention of financial distress and ineffective communication indicates a very negative sentiment regarding the overall experience.",-100,"The review expresses extreme dissatisfaction with the service provided by British Gas, highlighting a lack of effective solutions despite numerous attempts to resolve issues. The phrase ""thank you for the great service of bankrupting me"" indicates a severe negative experience with the quality of solutions offered.",-100,"The review expresses extreme dissatisfaction with the value received for the money spent, highlighting a significant financial burden without adequate service, leading to a sentiment of complete frustration and negativity."
18/01/2025,01/01/2025,"hello Matt would rather you DM me pointless to send you a message yet it just lands on your virtual machines who end up asking me the same questions l have been answering for one year now 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️,",0,Unknown,-80,"The review expresses frustration and dissatisfaction with the communication process, indicating a negative experience with the contractor's responsiveness and efficiency. The use of emojis further emphasizes the reviewer’s annoyance.",-80,"The review expresses frustration with the appointment scheduling process, highlighting a lack of effective communication and repeated questions. The use of emojis indicates a strong negative sentiment towards the experience.",-80,"The review expresses frustration with the customer service experience, highlighting issues with communication and repetitive questioning, which indicates a very negative sentiment towards the service provided.",-80,"The review expresses frustration with the slow and ineffective response system, indicating that the customer has been repeatedly answering the same questions without resolution. This suggests a very negative sentiment regarding the response speed.",-80,"The review expresses frustration with the communication process and the repetitive nature of the questions asked by the virtual machines, indicating a negative experience with the engineer's support.",-80,"The review expresses frustration with the communication process and the lack of effective solutions, indicating a negative sentiment towards the quality of the service provided. The use of emojis further emphasizes the reviewer’s annoyance.",-80,"The review expresses frustration with the communication process and implies a lack of efficiency, which suggests that the customer feels they are not receiving good value for their time and effort. The use of emojis indicates strong negative feelings towards the experience."
