Review,Company
"We visited the Checkatrade website to obtain three quotes for skilled tradesperson to provide a quote for a bathroom upgrade. Quite quickly, we were able to obtain quotes and after careful consideration appointed a tradesman who did a fantastic job. We found the customer reviews very helpful. Overall, using Checkatrade, a very good experience.",CheckATrade
"Helped me to find an excellent plumber!I always look for reviews on different sites to increase the likelihood of finding good, reliable tradespeople.Very satisfied with the outcome!",CheckATrade
The plumber was polite & professional.  He did an excellent job fitting my new kitchen plumbing * it works perfectly ,CheckATrade
Very quick to respond. Got a plumber out early the next morning. Very friendly and tidy. Just a bit expensive but work very good.,CheckATrade
"Standard of replacement kitchen worktops, sink and tap, supplying and fitting of oven and hob and new dishwasher very good.  Work carried out on time and cleanly.  Helpful with choosing colours and style.  Would highly recommend .",CheckATrade
I was very satisfied with the work carried out. The young man payed great attention to fixing my external leaking water pipe. He also replaced the outside water tap.,CheckATrade
"Oakenshield replaced our roof at the beginning of March, after we noticed a terrible leak at the start of the year. Between being speedy in their work, diligent in the quality and constantly communicative, we were incredibly happy with Charles and the team. Two months on at this point and no problems yet, but the 15 year guarantee Charles gives means even if there is any at any point going forward, we don't need to worry. 10/10, would recommend.",CheckATrade
Straightforward and efficient service.The plumber (Calvin) was friendly and professional.The job was done well and at a reasonable price.,CheckATrade
"Jay and his team were brilliant. I originally called them about a leaky gutter but then noticed a leak in my roof on the same day. They came and assessed the job, got a fair quote for scaffolding and kept me updated all the way. They were friendly and professional and even managed to fit me in sooner than planned as rain was forecast for the original planned day of roof repair. Top notch and will definitely use in the future",CheckATrade
Excellent fitting of kitchen taps fitter was very professional and did the job in no time would highly recommend ,CheckATrade
"Darren completed a refurb of our bathroom lasting 13 working days in April 2024. We chose Darren to do the work following very good recommendations from two of our neighbours. He kept exactly to the starting date, arrived promptly every morning, and was extremely hard working . Workmanship was very good and he never cut corners. He always tidied up at the end of the day, and was always pleasant and friendly. His final cost was reasonable and close to the original estimate.",CheckATrade
Excellent bathroom renovation. Very easy to work with SR kitchens and Bathrooms to get the work done around our holiday and very trustworthy,CheckATrade
"Mr Sigal and his wife did a very good job for us.  I put my job through Checkatrade on Thursday, and by Sunday evening it was finished.  They painted the exterior kitchen window and sill and both back doors. As there was rot in some frames and doorsteps, they fixed that also.  He also painted other needy areas like drainpipes that were not in the quote. Very good and cheerful service.",CheckATrade
"Excellant work, friendly and professional service, love my new bathroom and would highly recommend GMH. ",CheckATrade
"I was contacted immediately by a plumber, he arrived when he said he would. He did an excellent job for a reasonable fee. ",CheckATrade
"The management of the private estate on which I live in West London recommended The Plumbers org. Ltd.I needed a 30 year old seized gateway stop cock hot water valve replacing as it was leaking appreciably.The deputy estate manager called The Plumbers.org for me and they were able to send someone to me the next day. The deputy estate manager had managed to stem the flow from the seized-up valve, so next day was fine.A young plumber arrived, changed the stop cock for a lever type valve and also noticed a slight weeping around old solder on the pipe further along, so he re-soldered it and that stopped the oozing.All fixed within an hour. The plumber was called Haydon - he was excellent. Fast, efficient, helpful and polite.The cost was reasonable, charged at an hour's work. There was no additional call-out charge.I will definitely use the Plumbers.org again, operating from the Brentford area.",CheckATrade
Eddy from Byewater Roofing Ltd arrived to do my soffit fascia boards and replace my guttering and drainpipes . The work he carried out was incredible ! He worked so hard all day and his workmanship was just perfect . He had such attention to detail and was kind and courteous also . My home was transformed .,CheckATrade
"Very professional approach, very tidy, reliable, polite, completely trustworthy. All preparation, undercoat & topcoat carried out thoroughly, wood staining very neat. Great job on all interior & exterior windows, downpipes, fascias & lintels. Highly recommend Ben at BW Painting Services, Yeovil",CheckATrade
"We've recently used Razvan and his team for our flat redecoration and we were extremely pleased with the outcome. We used them again for a complete bathroom refurbishment, including the replacement of all electrical sockets and ceiling spotlights. I cannot speak highly enough of this company their work which consistently meets an exceptional standard. The team put in a 10-hour shift over the weekend to ensure the job was completed promptly. We both strongly recommend them and will use them for our kitchen renovation as well as any future work on our flat.",CheckATrade
"Daley Plumbing and GasPlumbing under the kitchen sink replaced and accommodated short notice tap replacement. Good communication before booking, arrived promptly, friendly and professional.  Darryl talked me through the work once completed. Excellent work done, would highly recommend. ",CheckATrade
"We moved to Cardiff four years ago. We did not know anyone in Cardiff and we bought a house that needed a lot of work. Cardiff has a reputation for lots of rouge workers so we turned to trustpilot to help us find trusted workers from electricians, roof contractors, kitchen installers to plumbers for installation of bathrooms. Thank you trustpilot",CheckATrade
"I always use this service when looking for local tradespeople. I have not been disappointed. Recently I was looking for a builder after discovering a leak in my kitchen wall. I contacted this service and listed my job. I quickly received an email reply with information on three local companies. I was very pleased with the quick response and the work later carried out by a local builder. Checkatrade contacted me enquiring about my satisfaction with the work completed. Overall, an excellent, quick and reliable service offering tradespeople who you can trust.",CheckATrade
"Excellent work. Initially only finding leaking shower cubicle, then exteneded to changing bath panel, and skirting board in bedroom. I have asked Andrew other problems and he was patience to explain to me. Excellent communication. Definitely recommend him to other people.  ",CheckATrade
"Ben did a great  job of refurbishment to our bathroom, I am very pleased with the results. He explained what was going to happen next at each stage of the refurbishment. Ben is very pleasent and professional. He organised the services that were required eg the tiler etc so that I did not have to. He would tidy-up  after each visit. I would highly recommend him.",CheckATrade
Brilliant service  found a great tradesmen to fit our new bathroom.,CheckATrade
"The Plumber installed a garden tap from the kitchen he was curtious, efficient and left my kitchen clean and tidy when the work was completed.",CheckATrade
"Josh is an expert at his craft and knows what he is talking about. I completely respect and admire his diligence to the job in hand, he won't do anything that's not within his capabilities. He has given me a completely different kitchen transformation. From dull and outdated to light, bright,  spacious and luxurious. Good worker, trustworthy,honest very fairly priced work.",CheckATrade
"I can't speak highly enough of this company. I rang them at 1 pm and they arrived before 2.30 pm. They cleared the drain, then using CCTV, identified that the blockage was 5 houses away from me and, with the permission of that homeowner, sorted it. Peter and his son were very friendly and extremely efficient and the cost was very reasonable. They also hosed the area down afterwards. I'd highly recommend Clear Drain NE Ltd.",CheckATrade
"Have used Kevin before to update the plastering in my bathroom and kitchen . At that time I did ask for quotes from other companies but the only positive professional response was from Kevin.  So after the roof leak from the storm damage last year, I finality decided to get the large Artex type ceiling redone. Option were, re-artex or flat skim finish. Thought the flat skim was a bit ambitious but that would be my choice.. Summary...Brilliant .Beyond Genious",CheckATrade
The team of workers worked well together and did an excellent job of removing old Gas Products sytem and replacing it with new pipework and comb system. When finished all rubbish removed and tidied up.Work done to a high standard and would highly recommend. ,CheckATrade
"Tyler the plumber from Red Van Plumbers came to our house to diagnose a water leak! it did not follow the normal pattern, and was very worrying. But Tyler diagnosed the problem, checked with technology and fixed it. He was very thorough and very professionally trained. I would recommend Red Van plumbers to anyone!Gerald McDaid",CheckATrade
Found a great plumber excellent work ,CheckATrade
Excellent kitchen fit in a small and tired looking 1980's kitchen. Made this kitchen into a warm and inviting space. Great work on the fitting and also carried out work within budget. Highly recommend. ,CheckATrade
Clean drainage facilities was very prompt and came within half an hour and done the job correctly and efficiently. Great job,CheckATrade
"I have never needed a plumber or Electrician since being in my home for 6 and a half years. I checked the Checkatrade leaflet and chose a plumber and electrician from the leaflet.  Thanks to checkatrade I now have a plumber and electrician that I will always use, professional, courteous, polite and honest with outstanding service. ",CheckATrade
Found a good bathroom fitter,CheckATrade
I recently had bathroom plumbing done in 2 bathrooms plus a new hot water tank fitted. In addition to this the plumber diagnosed a blocked drain.  All work was carried out to the highest standard. Great respect and care was given to my home and all mess was cleared up and all debris removed. A professional job carried out by a time-served experienced plumber. ,CheckATrade
"I am renovating my flat to lettable standard and needed an electrician to ensure regulations were met, and I had a couple of other issues with lighting and the extractor fan in bathroom. This is the first time I have considered letting  my flat so needed someone I could trust. I contacted checkatrade for an electrician to carry out the work. Checkatrade immediately contacted people who could carry out  that work and within hours I had someone (Elektromos}  contact me not only to do  the original requested work but completely make my  flat safe, updated and lettable. ",CheckATrade
Easy to use.  Excellent plumber located.  ,CheckATrade
Easy to use and had a quick response. Excellent reliable plumber would definitely recommend Christian plumbing. ,CheckATrade
"I had my kitchen redone after 10 years by kitchen makeover and it was an incredible experience thanks to this company. After Martin came over to take a look, I had every confidence that this would be a fantastic job. The quote was a reasonable price and the materials used are high quality. Rob, our renovator was amazing to work with. Not only was he always on time early in the morning, he also worked until late to make sure the work was done properly, working until 9pm twice. He left the place tidy every time. A really hardworking guy! I am really happy with outcome! The kitchen is stunning",CheckATrade
A job well done. Fitting new kitchen mixer taps. Beside this he removed some of the clutter of pipes with the main job. Very knowledgeable plumber with a pride in his work. Very pleased with the outcome. I would recommend him.,CheckATrade
I had my bathroom refitted the work was done to the highest standard & the attention to detail was outstanding. Have already asked this company to do some other work for me as very pleased with their hard work & exceptional standard. No mess left all rubbish taken away. Highly recommend great people.,CheckATrade
"Andrew was recommended by our best friends and he came out to fix a leaking toilet pipe. Did a very good job and then we asked Andrew back to add the rest of the fittings - 2 toilets, 3 sinks, 3 towel radiators, shower tray and shower. Thorough, good workmanship, polite and helpful. Highly recommend ðŸ˜Ž.",CheckATrade
"I used the website to find a few professionals ( a plumber, a removal company and a gas engineer). It was an easy and pleasant experience, which also saved me a lot of money and worries. Would recommend it.",CheckATrade
"I needed a plumber to sort out a central heating leak and a non- heating towel rail. Checkatrade found me someone who not only did the job for a good price, I will use the plumber again.",CheckATrade
they came out at short notice and when attending to the job at hand found it was more complicated. However steven went out for a few parts and was able to complete the job most satisfactory over a near 3 hours. Steven knew exactly what to do and finished the job so as not to put us in  lurch. we had a washing machine fitted but the company fitters were not able to complete job and left us with a disconnected hose which meant we could not use kitchen sink otherwise there would be a serious leak. they had not turned socket on either. Steven had to move machine by himself and improvise proper connection. fully satisfied with work and going extra mile to complete.,CheckATrade
Communications were excellent. They arrived on time every day and were very helpful. Their workmanship was excellent  too and weâ€™re very pleased with the job they did.  Our new  kitchen looks great !,CheckATrade
I needed a plumber and having posted my request I received 3 replies within 12 hours. The tradesman that I contacted did an excellent job,CheckATrade
Great service. Tidy workmen. Converted my bathroom into a shower room. They worked to a high standard and communicated with a variety of helpful suggestions. Would highly recommend.,CheckATrade
"Excellent service and advice.After a water  pipe burst in the kitchen an emergency plumber was identified, arranged, attended our address and fixed the pipe all within 2 hours on a Sunday night.",CheckATrade
The time of arrival was as promised and the work carried out was excellent. The kitchen was left clean and tidy and Adrian was polite and friendly.,CheckATrade
So glad I used this service.  Enabled me to find a trustworthy plumber who was reliable and reasonably priced. ,CheckATrade
"Plumber arrived promptly, located and fixed leak under kitchen floor efficiently and explained what he had found. ",CheckATrade
Daniel Grimes is a hard working honest reliable and very kind person He replaced our old kitchen tap and fitted a new shower head and hose nothing was too much trouble he is a tidy worker and cleaned afterwards I was given a recommendation from my neighbour and Iâ€™m delighted to say he was fantastic also very cheerful a great guy ,CheckATrade
Excellent Service from Evo the plumber I chose,CheckATrade
I was looking for a local electrician to undertake improvements to my kitchen and bathroom lighting. Using 'My Builder' it was very straightforward to upload a description of the work to be undertaken along with a couple of photographs. Almost immediately I received numerous responses and was able to shortlist using previous customer reviews. The process is very user friendly and I had a very good experience with the work being carried out within 5 days of posting the job with total efficiency by an impressively competent electrician who I will definitely call upon in the future. When you don't know who to call on and need the help of a skilled professional - this is a great service ,CheckATrade
quick response to a complicated problem with the drains. Worked all day Sunday and Monday and fixed it all. Inspired our trust in their competence. ,CheckATrade
"Clean, tidy and reliable.   Have used Loveridge & Son for many years for garden tidy and patio laying etc, but this job was exceptional.   Looking for leaking water pipe.  After a few weeks of hard work by Loveridge & Son, the water company reconnected us to meter with rerouted new water pipe.  We cannot fault this family firm.",CheckATrade
Carried out the bathroom installation very professionally  organised everything including the skip and mobile toilet  I am very pleased with there workmanship ,CheckATrade
"The plumber was prompt, polite, efficient, professional ",CheckATrade
"I was in need of contractor to clear an external drain. I posted on checkatrade and had a call within minutes. Patrick from Pro-Rod gave me a competitive price and we agreed a time and date to get the work done. All went well, Patrick did a fantastic job in record time and was polite, professional and a nice guy to chat too. ",CheckATrade
We found a flooring specialist at short notice. We were in a predicament with our kitchen floor after thinking we could fit it ourselves. We found an excellent tradesman.,CheckATrade
Used Checkatrade to find a local plumber for a small job initially. Was given a choice of three that were local to my post code.Checkatrade then messaged to see how and if I needed any other options.Using Checkatrade gave me confidence in choosing the right plumber for my project.,CheckATrade
"The customer service was excellent throughout the process - from ordering to the installation of the fitted wardrobes . The wardrobes themselves are of a really high quality , extremely spacious and look a lot more expensive than they cost . In fact we liked them so much we have ordered them for another bedroom . Whether you are on a budget or want a more luxurious product DMD have products that meet your needs . I would definitely recommend this company without hesitation for fitted bedroom or kitchen furniture . ",CheckATrade
"On calling on QTS National, straight away I was given excellent advice, options of what could be done with this leaking roof and advice on how to proceed.Obviously this was a big job and needed doing. The work was carried out to a very high standard and the workers stayed with me until the work was complete. - No going on to the next job half way. I cannot recommend QTS National enough. - Truly excellent.",CheckATrade
Hsd my kitchen tiled very proffedional person job well done. Eould reccommend.,CheckATrade
Got a very quick response when I asked for a plumber and he was excellent.,CheckATrade
Finding a reliable plumber with relative ease.,CheckATrade
I will.leave a review everyday until.the lies have been deleted! No independent report said substandard work! The opposite. The conpany now instructed are going back to the job. Its the same guy that did it in the first place!!! Wow!!! They have contacted me for my opinion as they expect it to be the pointing!!! I told them to do the job as check a trader don't care if the customer keeps getting a new bay roof and it still leaking from the pointing!!!!???? Lastly I can prove no email sent letting me know of an issue. The customer left us a 10 star review????,CheckATrade
"D knotts electrical and plumbing Ltd done a fantastic job on my bathroom, value for money too always on time, cleaned up there mess every day, and lv what they have done",CheckATrade
"My kitchen was fitted perfectly, with no fuss.  Nothing was too much trouble.  Would definitely use this company again",CheckATrade
"We used GD Construction to remove a wall between kitchen and dining room, their work and professionalism was outstanding.I would not hesitate to use them again,  and I would highly recommend them to any one thinking about having work done.",CheckATrade
This is a great place to find trustworthy and reliable tradespeople. It gives you greater certainty and peace of mind in the process. We used Norwich Home Developments through Checkatrade to do our kitchen extension and refit and feel extremely lucky to have found this company as they did an amazing job. ,CheckATrade
"Prompt response from Checkatrade  and from Ian the plumber who carried out the work at our property . He was extremely courteous, polite and   very skilled and completed the job within two hours. We had waited for over 3 days for  British Gas Home Care Services to resolve the same issue. Ian explained to us the cause of the water leak and explained in detail the work he had carried out .We recommend him highly for any plumbing work and for his professional approach to his work, and forb his courteous and friendly behaviour towards his clients.  ",CheckATrade
"Needed a plumber so used checkatrade. Used form to explain what needed doing, submitted to top tradesman who back to me immediately. They came that afternoon even though not an emergency and did job",CheckATrade
The job was done very soon after my enquiry to replace a leaking tap.  Everything is okay now.  Thank you to Waterworx.,CheckATrade
Two plumbers turned up they was on time and did a great job fair price and tidied up I will recommend and use them again ,CheckATrade
Used a plumber and electrician from Checkatrade and both were excellent.,CheckATrade
"Unfortunately, the plumber could not offer a resolution to my bathroom plumbing issue due to the nature of the shower fitting, however, he did fix the loose tap in the kitchen at no charge.",CheckATrade
Arrowmark proved to be good at simplifying the process of choosing a new bathroom.The work was done promptly and to a good standard.They stayed in touch while the work was being done.The work was finished on time.Would definitely recommend.,CheckATrade
"When one desperately needs for help and find it no time waisted online, he (she) will be extremely grateful.  When one desperately needs for help at home and finds it no time wasted online, he (she) will be extremely grateful.  That was exactly what I had experienced when needed a plumber urgently.  I'm sure that I will use this website again in the near future",CheckATrade
"Fantastic work, we are so happy with our new bathroom. The workmanship ans service were excellent.",CheckATrade
Request help to find a kitchen fitter.  Within hours i had two fitters call me.  Both really good kitchen fitters.  Both came and look at my job within 2days. Both were excellent at communicating with me. I chose the one who was able to do the work within my tight timeframe Excellent job was done. Very happy ,CheckATrade
We had a kitchen extension done by J Richardson brickwork and pointing Jeff was very knowledgeable and an excellent tradesmanHe was very competitive with the price and very clean and tidy We wouid always use Jeff again And wouid certainly recommend him ,CheckATrade
"My washing machine was leaking what I thought was oil so I searched for a repair person. Carl Hanley at AA Quality Domestics had a high rating on Checkatrade. He came that day and diagnosed the problem as a dirty drum rim, which he cleaned. My machine was installed in 2007 but he didn't try to sell me a new one unlike some other tradesmen I have had recently.",CheckATrade
"AK maintenance.. Adrian did a beautiful job with our new bathroom.. we liked his professionalism, cleanliness and perfect work ",CheckATrade
"within a short time i had people contacting me to do the gas Gas Products repair and service,.I chose adapt,who called out quickly to try to repair the leak,but it required new parts,these were fitted first thing the following morning,the Gas Products serviced to a high standard and the quoted price was very reasonable",CheckATrade
"I had a leak from the water inlet pipe to toilet cistern. Reece from Gas Control was on time professional, friendly and courteous. Explained what he was doing.Would highly recommend .",CheckATrade
Punctual and efficient repair to a leaking radiator. Friendly and helpful.,CheckATrade
"I received immediate response from checkatrade when I posted three separate jobs. My jobs were sent to qualified tradesmen and it was up to me to pick. The tradesmen were courteous, prompt and completed my job to my satisfaction. I am happy doing business with checkatrade. I have used them in the past to find a roofer, plumber, electrician and they did not disappoint. On this occassion I needed a carpenter, plumber and UPVC door specialist and was nit disappointed. I will recommend checkatrade to anyone who wants a professional handling their job, no matter how small or big.",CheckATrade
"Plumbing.  An excellent, quick, clean and precise job installing a shower in the bathroom.  Couldn't be better.",CheckATrade
I gave a review for a very good gas Gas Products plumber who came out urgently to deal with a problem. The review was easy to write and went onto the CheckaTrade website very quickly. I was also able to look up reviews for a bathroom installer who were able to recommend. CheckaTrade gives customer reviews for a range of local trades.,CheckATrade
"Absolutely disgusted at how Iâ€™m being treated by checkatrade when reporting a fault with installation done by a â€œverified checkatrade personâ€. My bathroom floor is falling apart theyâ€™re ignoring my emails, the trade man set his WhatsApp messages to disappear, lucky I took screenshots of things heâ€™d written and me reporting issues to him. Iâ€™ll take this as far as possible because I paid a lot of money in good faith and 2 months ONLY 2 MONTHS AFTER INSTALLATION OF A NEW BATHROOM, multiple things have gone wrong. Edit: Three days have passed and Iâ€™m still being ignored.",CheckATrade
"Website was user friendly, was easy to use and navigate.Got a plumber that could come same day in about an hour, saves time doing all the calling yourself. Completed the whole online forms in about 8 minutes, was well worth doing. Found an exceptional plumber who explained everything that needed doing and why, was friendly, cheerful, courteous, punctual and tidy. ",CheckATrade
"Aaron came to sort and refresh our bathroom for us which turned out with a lot of problems he just got on with it with no hassle,Done a very good job and I would use him again",CheckATrade
"Highly recommend , So pleased with the finished bathroom. They help work within your budget and help you build your dream bathroom. Couldn't be any happier thank you.",CheckATrade
Checkatrade went wrong that is what is wrong. No colling off period of 14 days as most reputable companies but ladies and gentlemen 48 hours. What kind of nonsense is this I ask???? Are you guys for real? How to leave them as they are money wasting down the drain for me now. Rip off company like many others on the net. Made this mistake of trusting the adverts and sweet talk of the representatives. BIG and Massive bu-bu on my part. ,CheckATrade
The plumber sent was helpful as he explained everything before I agreed to the job. Very clear.,CheckATrade
"My plight was not mine but my neighbours, an 84 year old, living alone. It was however me who placed the post for a plumber and I remained with my neighbour until the work was complete.",CheckATrade
Used Checkatrade to find a plumber to investigate drain odours in kitchen. Easy to use. I was able to type a detailed statement of the problem which I then sent to 4 tradesmen who were local to me and had great reviews . They all responded promptly and I selected one to book. He managed to solve the problem and was very professional. A really helpful service. ,CheckATrade
GMA Plumbing Services did a great job. The plumber Michael was very efficient and helpful. I would highly recommend him. ,CheckATrade
Checkatrade were very quick to provide 3 Tradespeople for replacement of non-slip wet room bathroom flooring.  Two companies responded and both came to quote.  Both quotes were very competitive but in the end I went with Byron Lillington Flooring who was excellent.  Definitely would recommend Checkatrade & Byron Lillington Flooring and would use both in the future.,CheckATrade
"I was nervous that my messed up kitchen wiring and also lighting fixtures that needed replacing would be expensive and tricky to sort out. On both counts, not so. A prompt diagnosis, repair and replacement done in  little to no time at a very nice price.",CheckATrade
"A fantastic bathroom refurb , London elite builders were reliable ,Completed a fantastic job always kept things As clean as they could , nothing was too much trouble for them , A great result for us and everything you Would expect from a building company and more . ",CheckATrade
Excellent service from really professional drain company Would highly recommend and if need again will be no hesitation ðŸ‘ðŸ¼,CheckATrade
Made it extremely easy to find a local plumber who could come out at short notice. Was contacted by two plumbers within minutes of submitting my enquiry. The tradesman who did the job was professional and work was done to a good standard. Whole process was low hassle and fast.,CheckATrade
"Checkatrade helps all of us to be able to choose reliable and honest trades people.  The process on the whole is easy to complete but I found some difficulty as the choices in the drop down boxes did not meet with the work of the plumber I had used.  I think there should be a sub level under a generic title ""Plumber"" which allows the contributor to add their own info eg: ""Leak Repair"" ",CheckATrade
"I have had the most appalling shameful experiences with builders, plumbers, and a couple of very well known branded companies over the last few years.  Finally, I found Paul Crosby and Paul Kinsey - Plumbers/Pro Ceramics plumbing/heating and tiling. They have done the most amazing work updating my tired old shower room, its been totally re done as a wet room, new furnishings, the lot and I love it! Lovely Reliable, honest and hard working duo,  I can't thank them both enough,  fantastic job!   Restored my faith in trades, will definitely have them back again",CheckATrade
"Excellent service by THT. They kept me informed of when the plumber would arrive, and the job was done quickly and to a great standard, all at a good price. THT continue to be my first choice for my plumbing needs.",CheckATrade
"From start to finish the experience with Dream Doors had been very good Mark and Riana were very helpful, knowledgeable and understanding of our needs and when it came to fitting our new kitchen Steve and Particularly Garfield did a great job. Over the free and a bit days of the fit they just got on with it. Minimal disruption to us and always cleaned up after themselves. The finished result is excellent and really exceeds our expectations, we are very happy with our new kitchen. We would have no hesitation in recommending Dream Doors Kempston branch.",CheckATrade
Easy to gain access to trusted plumber,CheckATrade
Gas Products repair guy came out and promptly located and fixed the leak.,CheckATrade
They found a great plumber; but all the gardeners offered were either too busy or operated out of my area.,CheckATrade
"Had trouble with an old kitchen tap, phoned the plumber, he arrived the next day and sent a quote. We accepted the quote and he came the following day to replace the tap.Will definitely contact him again if we ever need more plumbing work",CheckATrade
"Case reference: 00322068Emailed on Sunday, got the automatic reply saying I'll get a response within 48 hours. It's Wednesday afternoon now. So not the worst service so far, at least there was an email address and a case reference number that got generated. But if you need more time, then update the response time and send an email saying more time is required to investigate and resolve the issue.Received a Checkatrade pamphlet in the mail. Resorted to trying to find a roofer through Checkatrade when I had a non-urgent leak. Got quotes, picked a contractor, paid a deposit. This was 10 months ago. Been given multiple excuses but now haven't heard back from contractor in 2 months. Try messaging contractor through Checkatrade and the job just gets closed. Obviously not Checkatrade's fault that the contractor hasn't started / isn't returning deposit. But I'd like to get a response regarding what Checkatrade will do about this contractor. Will the contractor be warned? This contractor in the meantime has just started a second company that is listed on Checkatrade too. Don't have much confidence in the other contractors listed on the site if this contractor's companies stays up on the site. Edit: Updating review from 3 stars to 5 stars. Very shortly after my review, I got an email from reception about my issue. And I just got an email today (a week later) with an update. Acceptable first step has been taken in an attempt to get contractor to reply. Confidence fully restored in CheckATrade!",CheckATrade
"Moving into a new house I needed bathroom fittings installed, postures hung, shelves builfing, tvâ€™s wall mounded and a host of other minor jobs. The fitter arrive on time complete with an array of equipment including laser levelling gear for the picture hanging and a vacuum cleaner! Absolutely delighted with ever aspect of the work and would thoroughly recommend without hesitation. ",CheckATrade
"We had a kitchen upgrade provided by Dream Doors in Warrington.  The whole project went well and nothing was too much trouble.  All the tradesman were pleasant, punctual and courteous and their work was of a high standard.  The project was managed by Chris, who kept in touch, dealt with any minor issues and provided great customer service.  Dream Doors did a â€œdream jobâ€ and are highly recommended.  Thank you. ",CheckATrade
I've used it twice: once for roof / balcony leaks and then for interior repair / painting.Both times I was contacted by excellent professionals who did a good job and on time. ,CheckATrade
"It was easy to find a good plumber on here.  Choice of a few locally and reading their reviews, found the one that sounded the best for me ",CheckATrade
"Checkatrade is an invaluable Website when you need to find a qualified, reliable tradesperson in your local area.  The rating system and reviews given by customers on the tradespeople they have used allow you to choose someone with confidence. The Checkatrade Website is easy to navigate, their responses are quick and they regularly keep in touch with you. The Gas Products engineer/plumber I found and used from Checkatrade Website based on his previous customer reviews was excellent, Iâ€™m very glad to have used Checkatrade.",CheckATrade
"UPDATE: In order to process a claim through their guarantee process, you have to make a review public. I let them know I wasn't comfortable with this, because when I complained to the electrician directly, he took my dissatisfaction with the work personally. I feel I should still be entitled to a refund and post a review and lo and behold, I start to receive messages about how I've ruined this guy's life and business.Checkatrade might not have known that the guy was completely unreasonable but they sure as hell could have listened to my concerns in the first place and allowed me to use the scheme without escalating the situation. Just terrible=======Trades I've used through this site have been hit and miss. I'm still waiting to hear the outcome of a complaint. I think the model needs more scrutiny. I'm not sure how much or how regularly they check the work of the trades that are signed up. They say the work is checked up to 12 times. Is that once a year? Twice a year? Every other job? Are there spot checks? Or do they pick what jobs are seen or does the trade person handpick what's looked at? I wonder because in their faq's they state that we (the customer) are best placed to judge the standard of the work.I don't believe that to be entirely true. I'm not an electrician or plumber, so unless something is obviously wrong, i.e., leaking, not working, or a mess, and I can point to the problem, I won't be able to tell if it was done correctly and of safely. The electrician who bodged my job left a mess of wires that, had he'd been able to hide more effectively, I wouldnâ€™t have had any idea until it inevitably went wrong. I had to get a new electrician in to fix it and he didn't believe an electrician had installed it. The first guy I used had 10/10 reviews on Checkatrade, and he wasn't cheap. If on other jobs his work is behind walls and under floors, what's he getting away with? The issues he caused meant other work I needed was delayed by a month, leaving me unable to use my living room. There's obviously a problem here, which was reported on recently: theguardian. com/money/article/2024/may/28/does-checkatrades-vetting-really-check-out As I mentioned, they have been slow to deal with my complaint; they haven't contacted me to update me any progress. I understand they have procedures, but it feels like they don't want to take any responsibility. I've had to chase up every interaction. When I suggested I'd chosen him on their recommendation, I was told, ""No, you've gone on other customer recommendations"" which is true technically but they also say they have a rigorous checking procedure and they promise to guarantee the work.  I trusted that that process had happened. I'm not sure it could have been with this particular electrician.When something goes wrong, they should be doing their best to support you, not distance themselves and cover their backs but that's how it felt. ",CheckATrade
"A Plumber on Checktrade never a gave a quote broken down into labour  and materials so unable to compare with other quotes. I asked twice, no reply. When I tried to leave a review for the plumber the website would not let you do so unless you said if you would recommend the tradesperson ""yes or no"", no ""not sure"" or ""dont know"" option, so unable to leave a review. Anyway will not use Checkatrade again. Tradespersons recommended by friends far more communicative.  ",CheckATrade
"From the start they were excellent, all the pre visits and planning stages of our kitchen went well as did all the installation work subsequently carried out.Very helpful and courteous staff throughout finalising on an excellently installed kitchen.I would highly recommend them to anyone else.",CheckATrade
"Excellent job done,fixing our kitchen tap and installing toilet seat",CheckATrade
"Using Checkatrade helped me find a local plumber to replace my leaky shower. The customer reviews were helpful, but I did not get a response from some of the tradesmen I contacted. I realise they are busy in working hours but only one called me back!The plumber who did respond was very good - and I would use this service to find other tradesmen in future as the website is time saving and easy to use ",CheckATrade
"Checkatrade helped me to navigate through available tradespeople to find a plumber that was reliable and highly recommended, which was invaluable, especially when I was living at a distance from the job in hand.",CheckATrade
Recommended by a top kitchen supplier.  Were delighted with the work done and the friendly and efficient fitters.,CheckATrade
"CheckAtrade is a good website for helping you carry our your necessary due diligence and will assist source reliable and cheap workman like plumbers, electricians, gardeners etc;  I needed a trusted gardener quickly and CHECKATRADE delivered! I would recommend for that peace of mind!",CheckATrade
Posted on Checkatrade and heard back the very next day Drainline uk came out and discovered a cracked pipe This has to be claimed via insurance as specialist equipment required Would not hesitate to use Checkatrade again nice to find someone to trust. ,CheckATrade
I had a bathroom tap replaced.  Good communication and pleased with job done.,CheckATrade
Company were prompt and found problem immediately Recommend what to do in future if same problem occurred and therefore incur no costsTheir work comes with included video survey of drainage pipe work for same price as competition ,CheckATrade
Came to assess what was needed to repair my leaking roof provided an estimate within a few hours I accepted the estimate and they returned a few days later fix the problem in half a day. Excellent work would recommend to everyone.,CheckATrade
"Billy was really professional and friendly. Very clear about the job, and delivered on the promised timeline. Really helpful advising on what our options were. Kept everything very clean and tidy. Did a great job installing our bathroom. ",CheckATrade
"Really pleased with the service & workmanship provided during the re-furbishing of my property.The standard of work throughout the 3 weeks was excellent. The different trades who carried out the work from electricians,plasterers,plumbers all ensured the project ran smoothly with the least inconvience to myself. A thoroughly first class service provided.  ",CheckATrade
he came to the house sorted pipes out that were knocking  i thought it was the pump did not charge will use him again,CheckATrade
